Last Modified,URL,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8
2023-11-22,https://www.essex.ac.uk/news/2023/08/14/essex-in-top-30-for-positive-student-feedback,news,2023,08,14,essex-in-top-30-for-positive-student-feedback,,,
2024-03-13,https://www.essex.ac.uk/news/2020/10/15/essex-receives-athena-swan-awards,news,2020,10,15,essex-receives-athena-swan-awards,,,
2024-03-20,https://www.essex.ac.uk/news/2024/03/20/iphw-honorary-professors,news,2024,03,20,iphw-honorary-professors,,,
2024-02-14,https://www.essex.ac.uk/news/2021/05/14/death-penalty-sentence-mitigation-unit-works-with-reprieve-supporting-prisoners-facing-death-row,news,2021,05,14,death-penalty-sentence-mitigation-unit-works-with-reprieve-supporting-prisoners-facing-death-row,,,
2024-01-31,https://www.essex.ac.uk/news/2020/01/17/european-states-criminalising-legitimate-assistance-for-migrants-and-refugees-report-claims,news,2020,01,17,european-states-criminalising-legitimate-assistance-for-migrants-and-refugees-report-claims,,,
2024-04-18,https://www.essex.ac.uk/news/2024/04/18/wind-tide-and-oar,news,2024,04,18,wind-tide-and-oar,,,
2024-02-08,https://www.essex.ac.uk/news/2024/01/03/scientist-named-on-bbc-100-women-2023-list,news,2024,01,03,scientist-named-on-bbc-100-women-2023-list,,,
2024-05-16,https://www.essex.ac.uk/news/2024/05/16/new-deputy-director-for-health-institute,news,2024,05,16,new-deputy-director-for-health-institute,,,
2024-05-13,https://www.essex.ac.uk/news/2024/04/18/young-people-living-in-deprived-coastal-areas-have-worst-health,news,2024,04,18,young-people-living-in-deprived-coastal-areas-have-worst-health,,,
2024-07-01,https://www.essex.ac.uk/news/2024/06/28/centre-for-healthcare-science-launch-celebrates-collaboration-with-key-partners,news,2024,06,28,centre-for-healthcare-science-launch-celebrates-collaboration-with-key-partners,,,
2024-07-18,https://www.essex.ac.uk/news/2024/07/18/honorary-degree-for-business-leader,news,2024,07,18,honorary-degree-for-business-leader,,,
2024-07-18,https://www.essex.ac.uk/news/2024/07/17/honorary-degree-for-houlin-zhao,news,2024,07,17,honorary-degree-for-houlin-zhao,,,
2024-07-17,https://www.essex.ac.uk/news/2024/07/16/honorary-degree-for-dr-sima-sami-bahous,news,2024,07,16,honorary-degree-for-dr-sima-sami-bahous,,,
2024-07-22,https://www.essex.ac.uk/news/2024/07/19/artist-who-helped-redefine-essex-girl-given-honorary-degree,news,2024,07,19,artist-who-helped-redefine-essex-girl-given-honorary-degree,,,
2024-07-26,https://www.essex.ac.uk/news/2024/07/15/class-of-2024-georgina-keller,news,2024,07,15,class-of-2024-georgina-keller,,,
2024-07-26,https://www.essex.ac.uk/news/2024/07/11/class-of-2024-hannah-eadie,news,2024,07,11,class-of-2024-hannah-eadie,,,
2024-07-22,https://www.essex.ac.uk/news/2024/07/15/alumnus-of-the-year-award-for-music-industry-data-pioneer,news,2024,07,15,alumnus-of-the-year-award-for-music-industry-data-pioneer,,,
2024-07-22,https://www.essex.ac.uk/news/2024/06/26/essex-to-award-honorary-degrees-to-outstanding-individuals-at-summer-graduation-2024,news,2024,06,26,essex-to-award-honorary-degrees-to-outstanding-individuals-at-summer-graduation-2024,,,
2024-07-22,https://www.essex.ac.uk/news/2024/07/19/honorary-fellowship-recognises-over-58-years-at-the-heart-of-university-life,news,2024,07,19,honorary-fellowship-recognises-over-58-years-at-the-heart-of-university-life,,,
2024-07-26,https://www.essex.ac.uk/news/2024/07/11/class-of-2024-joshua-mullett,news,2024,07,11,class-of-2024-joshua-mullett,,,
2024-05-17,https://www.essex.ac.uk/news/2024/05/16/project-using-ai-to-detect-skin-cancer-shortlisted-for-major-award,news,2024,05,16,project-using-ai-to-detect-skin-cancer-shortlisted-for-major-award,,,
2024-01-31,https://www.essex.ac.uk/news/2018/01/25/blades-women-secure-basketball-crown,news,2018,01,25,blades-women-secure-basketball-crown,,,
2023-11-30,https://www.essex.ac.uk/news/2023/11/07/essex-part-of-new-cohort-of-doctoral-training-partnerships,news,2023,11,07,essex-part-of-new-cohort-of-doctoral-training-partnerships,,,
2024-08-20,https://www.essex.ac.uk/news/2023/01/12/holocaust-informed-school-citizenship-prize-returns,news,2023,01,12,holocaust-informed-school-citizenship-prize-returns,,,
2024-02-08,https://www.essex.ac.uk/news/2023/12/30/cbe-for-professor-michaela-benzeval,news,2023,12,30,cbe-for-professor-michaela-benzeval,,,
2024-08-20,https://www.essex.ac.uk/news/2022/06/10/holocaust-schools-project-is-a-beacon-of-hope,news,2022,06,10,holocaust-schools-project-is-a-beacon-of-hope,,,
2024-01-31,https://www.essex.ac.uk/news/2023/01/18/first-researcher-joins-edge-hotel-school,news,2023,01,18,first-researcher-joins-edge-hotel-school,,,
2023-12-13,https://www.essex.ac.uk/news/2023/12/13/lifts-athena-swan-award,news,2023,12,13,lifts-athena-swan-award,,,
2024-08-20,https://www.essex.ac.uk/news/2023/01/18/holocaust-memorial-week-2023,news,2023,01,18,holocaust-memorial-week-2023,,,
2024-01-04,https://www.essex.ac.uk/news/2023/11/23/rebels-celebrate-university-60-anniversary,news,2023,11,23,rebels-celebrate-university-60-anniversary,,,
2024-08-20,https://www.essex.ac.uk/news/2023/01/26/procession-of-light,news,2023,01,26,procession-of-light,,,
2024-01-31,https://www.essex.ac.uk/news/2023/05/04/christopher-bundock-british-academy,news,2023,05,04,christopher-bundock-british-academy,,,
2024-08-20,https://www.essex.ac.uk/news/2023/05/10/maksym-balaklytskyi,news,2023,05,10,maksym-balaklytskyi,,,
2023-12-30,https://www.essex.ac.uk/news/2023/11/29/health-wellbeing-and-care-hub-to-be-launched-at-latest-phase-of-parkside,news,2023,11,29,health-wellbeing-and-care-hub-to-be-launched-at-latest-phase-of-parkside,,,
2024-01-17,https://www.essex.ac.uk/news/2023/12/12/iconic-innovation-hub-could-help-harwich-become-beacon-for-the-future-of-clean-energy,news,2023,12,12,iconic-innovation-hub-could-help-harwich-become-beacon-for-the-future-of-clean-energy,,,
2023-11-30,https://www.essex.ac.uk/news/2023/11/29/rebels-draft-global-volleyball-stars-in-uk-first,news,2023,11,29,rebels-draft-global-volleyball-stars-in-uk-first,,,
2024-01-31,https://www.essex.ac.uk/news/2023/05/17/kind-stories-in-the-media-help-communities,news,2023,05,17,kind-stories-in-the-media-help-communities,,,
2024-01-31,https://www.essex.ac.uk/news/2023/05/25/student-startup-showcase-celebrates-budding-entrepreneurs,news,2023,05,25,student-startup-showcase-celebrates-budding-entrepreneurs,,,
2023-12-15,https://www.essex.ac.uk/news/2023/12/12/prestigious-fellowship-for-essex-professor-recognises-dedication-to-psychology,news,2023,12,12,prestigious-fellowship-for-essex-professor-recognises-dedication-to-psychology,,,
2024-01-23,https://www.essex.ac.uk/news/2023/11/29/tribute-to-dr-david-henderson,news,2023,11,29,tribute-to-dr-david-henderson,,,
2024-08-20,https://www.essex.ac.uk/news/2023/05/16/dnacpr-care-home-survey,news,2023,05,16,dnacpr-care-home-survey,,,
2023-12-21,https://www.essex.ac.uk/news/2023/12/20/rebels-with-a-cause-as-team-celebrate-christmas-with-children-in-care,news,2023,12,20,rebels-with-a-cause-as-team-celebrate-christmas-with-children-in-care,,,
2023-11-30,https://www.essex.ac.uk/news/2023/11/10/wivenhoe-park-wins-green-flag-people’s-choice-award-2023,news,2023,11,10,wivenhoe-park-wins-green-flag-people’s-choice-award-2023,,,
2024-01-31,https://www.essex.ac.uk/news/2023/05/03/croud-links-with-essex-researchers-for-digital-marketing-project,news,2023,05,03,croud-links-with-essex-researchers-for-digital-marketing-project,,,
2023-12-08,https://www.essex.ac.uk/news/2023/12/01/essex-chancellor-visits-southend,news,2023,12,01,essex-chancellor-visits-southend,,,
2023-11-30,https://www.essex.ac.uk/news/2023/11/30/angels-at-essex-joins-uk-government-investor-partnerships-programme,news,2023,11,30,angels-at-essex-joins-uk-government-investor-partnerships-programme,,,
2024-08-20,https://www.essex.ac.uk/news/2023/05/03/bogota-river-lunch,news,2023,05,03,bogota-river-lunch,,,
2023-12-01,https://www.essex.ac.uk/news/2023/11/30/edge-hotel-school-graduate-wins-hospitality-oscar,news,2023,11,30,edge-hotel-school-graduate-wins-hospitality-oscar,,,
2023-12-05,https://www.essex.ac.uk/news/2023/12/04/rebels-volleyball-stars-called-up-for-england,news,2023,12,04,rebels-volleyball-stars-called-up-for-england,,,
2024-01-31,https://www.essex.ac.uk/news/2023/03/28/meditation-better-than-drugs-and-alcohol-for-inspiration,news,2023,03,28,meditation-better-than-drugs-and-alcohol-for-inspiration,,,
2024-08-20,https://www.essex.ac.uk/news/2023/03/28/class-of-2023-michael-sewell-and-lewis-smith,news,2023,03,28,class-of-2023-michael-sewell-and-lewis-smith,,,
2023-12-04,https://www.essex.ac.uk/news/2023/11/30/study-finds-modern-slavery-victims-are-going-undetected-un-uk-prisons,news,2023,11,30,study-finds-modern-slavery-victims-are-going-undetected-un-uk-prisons,,,
2023-12-07,https://www.essex.ac.uk/news/2023/12/04/lived-experience-panels,news,2023,12,04,lived-experience-panels,,,
2024-08-20,https://www.essex.ac.uk/news/2023/03/22/lily-davis,news,2023,03,22,lily-davis,,,
2024-01-31,https://www.essex.ac.uk/news/2023/03/09/university-of-essex-and-papyrus-work-in-partnership-on-suicide-prevention,news,2023,03,09,university-of-essex-and-papyrus-work-in-partnership-on-suicide-prevention,,,
2023-12-05,https://www.essex.ac.uk/news/2023/11/30/obituary-tom-hughes,news,2023,11,30,obituary-tom-hughes,,,
2023-12-22,https://www.essex.ac.uk/news/2023/12/15/more-international-volleyball-success-for-essex,news,2023,12,15,more-international-volleyball-success-for-essex,,,
2024-08-20,https://www.essex.ac.uk/news/2023/03/24/spring-graduates-2023-camila-pardo,news,2023,03,24,spring-graduates-2023-camila-pardo,,,
2024-01-31,https://www.essex.ac.uk/news/2023/03/13/rebels-record-breaking-crowd,news,2023,03,13,rebels-record-breaking-crowd,,,
2024-01-31,https://www.essex.ac.uk/news/2023/03/03/iphw-first-anniversary,news,2023,03,03,iphw-first-anniversary,,,
2023-12-15,https://www.essex.ac.uk/news/2023/12/14/essex-law-clinic-launches-new-service-in-colchester-city-centre,news,2023,12,14,essex-law-clinic-launches-new-service-in-colchester-city-centre,,,
2024-08-20,https://www.essex.ac.uk/news/2023/03/02/warner-textile-archive-partnership,news,2023,03,02,warner-textile-archive-partnership,,,
2024-08-20,https://www.essex.ac.uk/news/2023/06/19/essex-alumni-celebrated-in-king-birthday-honours,news,2023,06,19,essex-alumni-celebrated-in-king-birthday-honours,,,
2024-08-20,https://www.essex.ac.uk/news/2021/02/11/eira-funding-supports-warner-textile-archive,news,2021,02,11,eira-funding-supports-warner-textile-archive,,,
2024-07-03,https://www.essex.ac.uk/news/2023/06/27/how-to-improve-child-services,news,2023,06,27,how-to-improve-child-services,,,
2024-08-20,https://www.essex.ac.uk/news/2023/07/26/american-slavers,news,2023,07,26,american-slavers,,,
2023-12-12,https://www.essex.ac.uk/news/2023/07/04/yufe-work-showcased-at-conference,news,2023,07,04,yufe-work-showcased-at-conference,,,
2024-01-31,https://www.essex.ac.uk/news/2023/02/09/basketball-england-award-for-essex-rebels,news,2023,02,09,basketball-england-award-for-essex-rebels,,,
2024-08-20,https://www.essex.ac.uk/news/2023/07/05/elsa-philbedge,news,2023,07,05,elsa-philbedge,,,
2024-01-31,https://www.essex.ac.uk/news/2023/02/14/reflecting-on-values-before-speaking-is-key-to-happy-relationships,news,2023,02,14,reflecting-on-values-before-speaking-is-key-to-happy-relationships,,,
2024-01-31,https://www.essex.ac.uk/news/2023/02/22/zoom-calls-to-fight-dementia,news,2023,02,22,zoom-calls-to-fight-dementia,,,
2024-01-31,https://www.essex.ac.uk/news/2023/04/04/marine-biologists-part-of-historic-expedition-to-the-galapagos,news,2023,04,04,marine-biologists-part-of-historic-expedition-to-the-galapagos,,,
2024-01-31,https://www.essex.ac.uk/news/2023/04/04/new-insights-into-engineering-climate-smart-crops-for-the-future,news,2023,04,04,new-insights-into-engineering-climate-smart-crops-for-the-future,,,
2024-01-31,https://www.essex.ac.uk/news/2023/04/11/just-nine-per-cent-of-humans-are-more-creative-than-ai,news,2023,04,11,just-nine-per-cent-of-humans-are-more-creative-than-ai,,,
2024-08-02,https://www.essex.ac.uk/news/2023/07/25/beating-a-running-pb-could-be-down-to-genetics,news,2023,07,25,beating-a-running-pb-could-be-down-to-genetics,,,
2024-01-31,https://www.essex.ac.uk/news/2023/04/17/pint-of-science-2023-launches,news,2023,04,17,pint-of-science-2023-launches,,,
2024-08-20,https://www.essex.ac.uk/news/2023/07/28/debenham-high-school-receives-dora-love-prize,news,2023,07,28,debenham-high-school-receives-dora-love-prize,,,
2024-08-20,https://www.essex.ac.uk/news/2023/04/20/podcasts-provide-timely-reminder-of-lessons-learned-during-lockdown,news,2023,04,20,podcasts-provide-timely-reminder-of-lessons-learned-during-lockdown,,,
2023-12-19,https://www.essex.ac.uk/news/2023/08/16/student-striker-nets-goal-on-england-debut,news,2023,08,16,student-striker-nets-goal-on-england-debut,,,
2024-01-31,https://www.essex.ac.uk/news/2023/04/26/ma-international-journalism,news,2023,04,26,ma-international-journalism,,,
2024-08-05,https://www.essex.ac.uk/news/2023/08/24/vital-funding-for-dr-alex-sel-to-fight-ageing,news,2023,08,24,vital-funding-for-dr-alex-sel-to-fight-ageing,,,
2024-08-20,https://www.essex.ac.uk/news/2023/08/10/dispatches-from-the-culture-war,news,2023,08,10,dispatches-from-the-culture-war,,,
2023-12-06,https://www.essex.ac.uk/news/2023/12/06/partnership-to-tackle-health-inequalities,news,2023,12,06,partnership-to-tackle-health-inequalities,,,
2023-12-11,https://www.essex.ac.uk/news/2023/12/08/wivenhoe-house-hotel-wins-hotel-wedding-venue-of-the-year-award,news,2023,12,08,wivenhoe-house-hotel-wins-hotel-wedding-venue-of-the-year-award,,,
2024-01-04,https://www.essex.ac.uk/news/2023/11/24/mars-researcher-wins-vice-chancellor-award,news,2023,11,24,mars-researcher-wins-vice-chancellor-award,,,
2023-11-27,https://www.essex.ac.uk/news/2023/11/28/how-incentives-can-keep-us-honest,news,2023,11,28,how-incentives-can-keep-us-honest,,,
2024-03-20,https://www.essex.ac.uk/news/2023/12/08/achieving-sustainability-in-the-ready-made-garment-and-fashion-sector,news,2023,12,08,achieving-sustainability-in-the-ready-made-garment-and-fashion-sector,,,
2023-12-07,https://www.essex.ac.uk/news/2023/11/16/essex-graduate-who-brokered-major-tech-deals-wins-vc-award,news,2023,11,16,essex-graduate-who-brokered-major-tech-deals-wins-vc-award,,,
2023-11-30,https://www.essex.ac.uk/news/2023/11/15/science-behind-the-perfect-garden-explored-in-home-of-beth-chatto,news,2023,11,15,science-behind-the-perfect-garden-explored-in-home-of-beth-chatto,,,
2023-12-21,https://www.essex.ac.uk/news/2023/12/07/exhibition-of-essex-nature-writers-archive,news,2023,12,07,exhibition-of-essex-nature-writers-archive,,,
2023-12-08,https://www.essex.ac.uk/news/2023/12/07/pioneering-community-led-projects-could-be-the-key-to-tackling-social-issues,news,2023,12,07,pioneering-community-led-projects-could-be-the-key-to-tackling-social-issues,,,
2023-12-07,https://www.essex.ac.uk/news/2023/10/24/vice-chancellor-award-winners-announced-ahead-of-india-graduation,news,2023,10,24,vice-chancellor-award-winners-announced-ahead-of-india-graduation,,,
2023-12-07,https://www.essex.ac.uk/news/2023/10/18/professor-vicky-joffe-wins-rcslt-fellowship-award,news,2023,10,18,professor-vicky-joffe-wins-rcslt-fellowship-award,,,
2024-01-31,https://www.essex.ac.uk/news/2023/09/04/electrical-emotions,news,2023,09,04,electrical-emotions,,,
2024-02-08,https://www.essex.ac.uk/news/2023/09/07/times-higher-awards-shortlist,news,2023,09,07,times-higher-awards-shortlist,,,
2024-08-20,https://www.essex.ac.uk/news/2023/09/28/essex-recognised-for-delivering-very-high-quality-education,news,2023,09,28,essex-recognised-for-delivering-very-high-quality-education,,,
2024-08-20,https://www.essex.ac.uk/news/2023/09/27/essex-moves-up-to-15th-for-international-outlook,news,2023,09,27,essex-moves-up-to-15th-for-international-outlook,,,
2023-12-07,https://www.essex.ac.uk/news/2023/10/31/second-vice-chancellor-award-winner-announced-ahead-of-india-graduation,news,2023,10,31,second-vice-chancellor-award-winner-announced-ahead-of-india-graduation,,,
2024-05-08,https://www.essex.ac.uk/news/2023/10/05/new-steps-lab-launches-to-fight-climate-change,news,2023,10,05,new-steps-lab-launches-to-fight-climate-change,,,
2024-01-31,https://www.essex.ac.uk/news/2020/08/27/the-finishing-line-and-essex-launch-new-ktp-partnership,news,2020,08,27,the-finishing-line-and-essex-launch-new-ktp-partnership,,,
2024-01-31,https://www.essex.ac.uk/news/2020/01/06/essex-mba-awarded-global-amba-accreditation,news,2020,01,06,essex-mba-awarded-global-amba-accreditation,,,
2024-01-31,https://www.essex.ac.uk/news/2020/09/10/new-study-to-chart-impact-of-covid19-pandemic-on-uk-theatre-freelancers,news,2020,09,10,new-study-to-chart-impact-of-covid19-pandemic-on-uk-theatre-freelancers,,,
2024-03-13,https://www.essex.ac.uk/news/2020/09/21/digital-wellbeing-programme-for-workers-launched,news,2020,09,21,digital-wellbeing-programme-for-workers-launched,,,
2024-08-20,https://www.essex.ac.uk/news/2020/01/14/historian-in-focus:-andrew-priest,news,2020,01,14,historian-in-focus:-andrew-priest,,,
2024-01-31,https://www.essex.ac.uk/news/2020/01/16/fresh-insights-into-how-plants-moved-from-water-to-land-500-million-years-ago,news,2020,01,16,fresh-insights-into-how-plants-moved-from-water-to-land-500-million-years-ago,,,
2024-08-20,https://www.essex.ac.uk/news/2020/09/02/lewis-smith-open-innovation-team,news,2020,09,02,lewis-smith-open-innovation-team,,,
2024-01-31,https://www.essex.ac.uk/news/2020/01/21/essex-microgrants-awarded-to-help-small-businesses-flourish,news,2020,01,21,essex-microgrants-awarded-to-help-small-businesses-flourish,,,
2024-01-31,https://www.essex.ac.uk/news/2020/09/03/political-violence-and-public-anger-in-the-inter-war-years,news,2020,09,03,political-violence-and-public-anger-in-the-inter-war-years,,,
2024-01-31,https://www.essex.ac.uk/news/2020/09/09/essex-expertise-informs-facial-recognition-decision,news,2020,09,09,essex-expertise-informs-facial-recognition-decision,,,
2024-01-31,https://www.essex.ac.uk/news/2020/01/23/innovative-businesses-awarded-major-funding,news,2020,01,23,innovative-businesses-awarded-major-funding,,,
2024-08-20,https://www.essex.ac.uk/news/2020/04/22/history-indoors,news,2020,04,22,history-indoors,,,
2024-01-31,https://www.essex.ac.uk/news/2020/07/02/experts-in-law-human-rights-and-social-care-chart-impact-of-covid-19-pandemic,news,2020,07,02,experts-in-law-human-rights-and-social-care-chart-impact-of-covid-19-pandemic,,,
2024-01-31,https://www.essex.ac.uk/news/2020/04/21/helping-our-community-live-life-online-during-the-covid-19-lockdown,news,2020,04,21,helping-our-community-live-life-online-during-the-covid-19-lockdown,,,
2024-01-31,https://www.essex.ac.uk/news/2020/10/01/covid-19-testing-launched-at-university-of-essex,news,2020,10,01,covid-19-testing-launched-at-university-of-essex,,,
2024-08-20,https://www.essex.ac.uk/news/2020/04/17/triage-ethics,news,2020,04,17,triage-ethics,,,
2024-01-31,https://www.essex.ac.uk/news/2020/10/13/professor-lorna-woods-to-receive-obe-for-research-on-internet-safety-and-online-harms,news,2020,10,13,professor-lorna-woods-to-receive-obe-for-research-on-internet-safety-and-online-harms,,,
2024-03-13,https://www.essex.ac.uk/news/2020/10/13/threats-to-masculinity-spell-danger-for-the-future-of-relationships,news,2020,10,13,threats-to-masculinity-spell-danger-for-the-future-of-relationships,,,
2024-08-20,https://www.essex.ac.uk/news/2020/07/22/amanda-horne,news,2020,07,22,amanda-horne,,,
2024-08-20,https://www.essex.ac.uk/news/2020/07/22/miles-clayton,news,2020,07,22,miles-clayton,,,
2024-08-20,https://www.essex.ac.uk/news/2020/10/14/autonomy-care-home-funding,news,2020,10,14,autonomy-care-home-funding,,,
2024-08-20,https://www.essex.ac.uk/news/2020/07/22/mick-ekers,news,2020,07,22,mick-ekers,,,
2024-01-31,https://www.essex.ac.uk/news/2020/10/15/daragh-murray-to-look-at-impact-of-algorithms-on-democracy-human-rights-future-leaders-fellowships,news,2020,10,15,daragh-murray-to-look-at-impact-of-algorithms-on-democracy-human-rights-future-leaders-fellowships,,,
2024-08-20,https://www.essex.ac.uk/news/2020/07/22/holly-worrall,news,2020,07,22,holly-worrall,,,
2024-01-31,https://www.essex.ac.uk/news/2020/03/02/digital-witness-looks-at-open-source-approach-to-human-rights-investigations,news,2020,03,02,digital-witness-looks-at-open-source-approach-to-human-rights-investigations,,,
2024-08-20,https://www.essex.ac.uk/news/2020/10/15/dora-love-prize-launch,news,2020,10,15,dora-love-prize-launch,,,
2024-01-31,https://www.essex.ac.uk/news/2020/07/14/essex-law-graduate-kwame-taylor-wins-prestigious-middle-temple-scholarship,news,2020,07,14,essex-law-graduate-kwame-taylor-wins-prestigious-middle-temple-scholarship,,,
2024-01-31,https://www.essex.ac.uk/news/2020/10/16/challenging-modern-slavery-southend,news,2020,10,16,challenging-modern-slavery-southend,,,
2024-01-31,https://www.essex.ac.uk/news/2020/07/31/human-rights-theorists-respond-to-covid-19-sheldon-leader-koldo-casla-ozan-kamiloğlu,news,2020,07,31,human-rights-theorists-respond-to-covid-19-sheldon-leader-koldo-casla-ozan-kamiloğlu,,,
2024-01-31,https://www.essex.ac.uk/news/2020/10/20/discover-the-nine-steps-to-promoting-research-integrity,news,2020,10,20,discover-the-nine-steps-to-promoting-research-integrity,,,
2024-01-31,https://www.essex.ac.uk/news/2020/07/06/advertising-standards-authority-must-do-better-on-gender-stereotyping,news,2020,07,06,advertising-standards-authority-must-do-better-on-gender-stereotyping,,,
2024-01-31,https://www.essex.ac.uk/news/2020/07/05/remembering-the-srebrenica-genocide-25-years-on,news,2020,07,05,remembering-the-srebrenica-genocide-25-years-on,,,
2024-08-20,https://www.essex.ac.uk/news/2020/10/26/queen-honours-our-essex-community,news,2020,10,26,queen-honours-our-essex-community,,,
2024-08-20,https://www.essex.ac.uk/news/2019/09/27/dora-love-induction-day-2019-20,news,2019,09,27,dora-love-induction-day-2019-20,,,
2024-08-20,https://www.essex.ac.uk/news/2020/07/24/our-graduating-students-show-their-essex-spirit,news,2020,07,24,our-graduating-students-show-their-essex-spirit,,,
2024-08-20,https://www.essex.ac.uk/news/2020/03/23/your-donations-are-helping-save-lives,news,2020,03,23,your-donations-are-helping-save-lives,,,
2024-01-31,https://www.essex.ac.uk/news/2020/03/31/essex-academic-wins-award-to-address-violence-against-women-using-economics,news,2020,03,31,essex-academic-wins-award-to-address-violence-against-women-using-economics,,,
2024-01-31,https://www.essex.ac.uk/news/2020/08/10/essex-emeritus-professor-nominated-for-a-peerage,news,2020,08,10,essex-emeritus-professor-nominated-for-a-peerage,,,
2024-08-20,https://www.essex.ac.uk/news/2020/04/23/data-scientists-work-with-nhs-trust,news,2020,04,23,data-scientists-work-with-nhs-trust,,,
2024-01-31,https://www.essex.ac.uk/news/2020/04/23/police-and-crime-commissioners-power-corrosive-research-finds,news,2020,04,23,police-and-crime-commissioners-power-corrosive-research-finds,,,
2024-08-20,https://www.essex.ac.uk/news/2020/08/24/the-peoples-health,news,2020,08,24,the-peoples-health,,,
2024-01-31,https://www.essex.ac.uk/news/2020/12/11/vice-chancellor-joins-board-of-jisc,news,2020,12,11,vice-chancellor-joins-board-of-jisc,,,
2024-08-20,https://www.essex.ac.uk/news/2020/05/04/essex-historian-sheds-light-on-fdr-for-ve-day-documentary,news,2020,05,04,essex-historian-sheds-light-on-fdr-for-ve-day-documentary,,,
2024-08-20,https://www.essex.ac.uk/news/2020/12/10/body-self-and-family,news,2020,12,10,body-self-and-family,,,
2024-01-31,https://www.essex.ac.uk/news/2020/05/05/our-community-backs-students-facing-hardship,news,2020,05,05,our-community-backs-students-facing-hardship,,,
2024-01-31,https://www.essex.ac.uk/news/2020/05/05/shark-tank-online-the-essex-mba-2020,news,2020,05,05,shark-tank-online-the-essex-mba-2020,,,
2024-01-31,https://www.essex.ac.uk/news/2020/05/21/law-students-find-new-ways-to-provide-free-legal-advice,news,2020,05,21,law-students-find-new-ways-to-provide-free-legal-advice,,,
2024-08-20,https://www.essex.ac.uk/news/2020/05/15/revealing-stories-of-health-and-wellbeing-in-our-community,news,2020,05,15,revealing-stories-of-health-and-wellbeing-in-our-community,,,
2024-08-20,https://www.essex.ac.uk/news/2020/05/26/athena-swan-equality-awards-for-three-departments,news,2020,05,26,athena-swan-equality-awards-for-three-departments,,,
2024-08-20,https://www.essex.ac.uk/news/2020/05/26/impact-of-covid-19-on-children-and-families,news,2020,05,26,impact-of-covid-19-on-children-and-families,,,
2024-01-31,https://www.essex.ac.uk/news/2020/06/25/remarkable-success-for-students-running-human-rights-centre-blog,news,2020,06,25,remarkable-success-for-students-running-human-rights-centre-blog,,,
2024-01-31,https://www.essex.ac.uk/news/2020/06/04/new-app-could-be-early-diagnosis-tool-for-covid-19-in-future,news,2020,06,04,new-app-could-be-early-diagnosis-tool-for-covid-19-in-future,,,
2024-08-20,https://www.essex.ac.uk/news/2020/06/05/for-the-love-of-avocados,news,2020,06,05,for-the-love-of-avocados,,,
2024-01-31,https://www.essex.ac.uk/news/2020/06/05/world-environment-day---tackling-marine-plastic-and-other-litter-requires-clearer-laws,news,2020,06,05,world-environment-day---tackling-marine-plastic-and-other-litter-requires-clearer-laws,,,
2024-08-20,https://www.essex.ac.uk/news/2020/06/10/tattoo-exhibition-becomes-a-film,news,2020,06,10,tattoo-exhibition-becomes-a-film,,,
2024-08-20,https://www.essex.ac.uk/news/2020/04/08/essex-researchers-respond-to-covid19-coronavirus-challenge,news,2020,04,08,essex-researchers-respond-to-covid19-coronavirus-challenge,,,
2024-08-20,https://www.essex.ac.uk/news/2020/11/04/being-human-festival-places-humanities-research-in-spotlight-mnemophrenia-new-british-cookbook,news,2020,11,04,being-human-festival-places-humanities-research-in-spotlight-mnemophrenia-new-british-cookbook,,,
2024-08-20,https://www.essex.ac.uk/news/2020/04/03/historian-in-focus---lisa-smith,news,2020,04,03,historian-in-focus---lisa-smith,,,
2024-07-23,https://www.essex.ac.uk/news/2024/07/22/new-chief-scientific-adviser-for-essex,news,2024,07,22,new-chief-scientific-adviser-for-essex,,,
2024-08-14,https://www.essex.ac.uk/news/2024/07/30/gift-from-essex-alumnus-to-support-pioneering-computer-science-research,news,2024,07,30,gift-from-essex-alumnus-to-support-pioneering-computer-science-research,,,
2024-02-09,https://www.essex.ac.uk/news/2024/02/01/mysteries-of-evolution-explored-by-ukri-future-leaders-fellowship,news,2024,02,01,mysteries-of-evolution-explored-by-ukri-future-leaders-fellowship,,,
2024-02-14,https://www.essex.ac.uk/news/2021/07/13/class-of-2021-alisha-kaur,news,2021,07,13,class-of-2021-alisha-kaur,,,
2024-01-31,https://www.essex.ac.uk/news/2019/08/08/peruvian-mine-owners-responsible-for-dangerous-pollution-essex-human-rights-students-find,news,2019,08,08,peruvian-mine-owners-responsible-for-dangerous-pollution-essex-human-rights-students-find,,,
2024-08-20,https://www.essex.ac.uk/news/2021/07/13/class-of-2021-lauren-young,news,2021,07,13,class-of-2021-lauren-young,,,
2024-01-31,https://www.essex.ac.uk/news/2021/02/15/essex-data-scientists-deliver-training-to-government-officials,news,2021,02,15,essex-data-scientists-deliver-training-to-government-officials,,,
2024-01-31,https://www.essex.ac.uk/news/2021/10/12/iser-research-cited-in-advice-to-government,news,2021,10,12,iser-research-cited-in-advice-to-government,,,
2024-01-31,https://www.essex.ac.uk/news/2020/07/17/all-voices-must-be-heard-in-academic-work-on-refugees-says-gain-chair,news,2020,07,17,all-voices-must-be-heard-in-academic-work-on-refugees-says-gain-chair,,,
