last modified,url,level_1,level_1,level_2,level_2,level_3,level_3,level_4,level_4,level_5,level_5,level_6,level_6,level_7,level_7,level_8,level_8
2019-11-12,https://www.essex.ac.uk/news/2019/11/08/essex-helps-launch-european-universities,news,news,2019,2019,11,11,08,08,essex-helps-launch-european-universities,essex-helps-launch-european-universities,,,,,,
2019-12-13,https://www.essex.ac.uk/news/2019/11/11/q-and-a-with-dr-philip-cozzolino,news,news,2019,2019,11,11,11,11,q-and-a-with-dr-philip-cozzolino,q-and-a-with-dr-philip-cozzolino,,,,,,
2020-04-09,https://www.essex.ac.uk/news/2019/11/25/tributes-for-professor-vicky-randall,news,news,2019,2019,11,11,25,25,tributes-for-professor-vicky-randall,tributes-for-professor-vicky-randall,,,,,,
2019-11-14,https://www.essex.ac.uk/news/2019/11/14/professor-named-new-chair-of-nerc-science-committee,news,news,2019,2019,11,11,14,14,professor-named-new-chair-of-nerc-science-committee,professor-named-new-chair-of-nerc-science-committee,,,,,,
2019-11-21,https://www.essex.ac.uk/news/2019/11/21/essex-rebels-match-report-2-and-3-november-2019,news,news,2019,2019,11,11,21,21,essex-rebels-match-report-2-and-3-november-2019,essex-rebels-match-report-2-and-3-november-2019,,,,,,
2019-12-13,https://www.essex.ac.uk/news/2019/11/29/essex-bids-to-become-a-‘university-of-sanctuary’,news,news,2019,2019,11,11,29,29,essex-bids-to-become-a-‘university-of-sanctuary’,essex-bids-to-become-a-‘university-of-sanctuary’,,,,,,
2019-11-27,https://www.essex.ac.uk/news/2019/11/18/the-dangers-of-medical-misinformation-highlighted-in-new-book,news,news,2019,2019,11,11,18,18,the-dangers-of-medical-misinformation-highlighted-in-new-book,the-dangers-of-medical-misinformation-highlighted-in-new-book,,,,,,
2019-11-27,https://www.essex.ac.uk/news/2019/11/26/national-recognition-for-efforts-to-keep-essex-safe,news,news,2019,2019,11,11,26,26,national-recognition-for-efforts-to-keep-essex-safe,national-recognition-for-efforts-to-keep-essex-safe,,,,,,
2019-12-13,https://www.essex.ac.uk/news/2019/11/26/southend-students-enter-the-dragons’-den,news,news,2019,2019,11,11,26,26,southend-students-enter-the-dragons’-den,southend-students-enter-the-dragons’-den,,,,,,
2019-12-10,https://www.essex.ac.uk/news/2019/12/04/tony-brooker-computer-science-pioneer,news,news,2019,2019,12,12,04,04,tony-brooker-computer-science-pioneer,tony-brooker-computer-science-pioneer,,,,,,
2020-04-22,https://www.essex.ac.uk/news/2019/12/04/new-book-maps-out-the-changing-face-of-100-years-of-passenger-flights,news,news,2019,2019,12,12,04,04,new-book-maps-out-the-changing-face-of-100-years-of-passenger-flights,new-book-maps-out-the-changing-face-of-100-years-of-passenger-flights,,,,,,
2020-04-22,https://www.essex.ac.uk/news/2019/12/11/funding-to-investigate-how-economic-inequality-impacts-our-perceptions-and-beliefs,news,news,2019,2019,12,12,11,11,funding-to-investigate-how-economic-inequality-impacts-our-perceptions-and-beliefs,funding-to-investigate-how-economic-inequality-impacts-our-perceptions-and-beliefs,,,,,,
2020-04-22,https://www.essex.ac.uk/news/2019/12/19/new-national-prize-named-after-essex-academic,news,news,2019,2019,12,12,19,19,new-national-prize-named-after-essex-academic,new-national-prize-named-after-essex-academic,,,,,,
2019-12-20,https://www.essex.ac.uk/news/2019/12/20/new-research-pinpoints-which-of-the-world’s-trees-are-climate-ready,news,news,2019,2019,12,12,20,20,new-research-pinpoints-which-of-the-world’s-trees-are-climate-ready,new-research-pinpoints-which-of-the-world’s-trees-are-climate-ready,,,,,,
2019-12-10,https://www.essex.ac.uk/news/2019/12/09/endangered-coral-polyp-video-wins-top-nikon-competition,news,news,2019,2019,12,12,09,09,endangered-coral-polyp-video-wins-top-nikon-competition,endangered-coral-polyp-video-wins-top-nikon-competition,,,,,,
2019-12-13,https://www.essex.ac.uk/news/2019/12/09/essex-alumnus-and-honorary-graduate-wins-british-council-award-in-china,news,news,2019,2019,12,12,09,09,essex-alumnus-and-honorary-graduate-wins-british-council-award-in-china,essex-alumnus-and-honorary-graduate-wins-british-council-award-in-china,,,,,,
2020-04-09,https://www.essex.ac.uk/news/2019/12/23/leading-sociologist-joins-essex-as-new-pvc-research-(designate),news,news,2019,2019,12,12,23,23,leading-sociologist-joins-essex-as-new-pvc-research-(designate),leading-sociologist-joins-essex-as-new-pvc-research-(designate),,,,,,
2019-12-23,https://www.essex.ac.uk/news/2019/12/23/somdip-nominated-for-prestigious-forbes-30-under-30-europe-list,news,news,2019,2019,12,12,23,23,somdip-nominated-for-prestigious-forbes-30-under-30-europe-list,somdip-nominated-for-prestigious-forbes-30-under-30-europe-list,,,,,,
2020-04-22,https://www.essex.ac.uk/news/2019/12/17/prestigious-fellowship-for-essex-professor,news,news,2019,2019,12,12,17,17,prestigious-fellowship-for-essex-professor,prestigious-fellowship-for-essex-professor,,,,,,
2020-04-22,https://www.essex.ac.uk/news/2019/12/17/ignorance-should-be-no-defence-when-things-go-wrong-according-to-a-new-book,news,news,2019,2019,12,12,17,17,ignorance-should-be-no-defence-when-things-go-wrong-according-to-a-new-book,ignorance-should-be-no-defence-when-things-go-wrong-according-to-a-new-book,,,,,,
2019-12-13,https://www.essex.ac.uk/news/2019/12/12/becky-joins-essex-girls-photography-project-to-help-challenge-stereotype,news,news,2019,2019,12,12,12,12,becky-joins-essex-girls-photography-project-to-help-challenge-stereotype,becky-joins-essex-girls-photography-project-to-help-challenge-stereotype,,,,,,
2019-12-13,https://www.essex.ac.uk/news/2019/12/10/potential-impact-of-aircraft-electrification-on-airport-infrastructure-at-heathrow,news,news,2019,2019,12,12,10,10,potential-impact-of-aircraft-electrification-on-airport-infrastructure-at-heathrow,potential-impact-of-aircraft-electrification-on-airport-infrastructure-at-heathrow,,,,,,
2020-04-22,https://www.essex.ac.uk/news/2019/12/13/new-book-on-the-iconic-london-underground-tube-map,news,news,2019,2019,12,12,13,13,new-book-on-the-iconic-london-underground-tube-map,new-book-on-the-iconic-london-underground-tube-map,,,,,,
2019-12-11,https://www.essex.ac.uk/news/2019/12/10/essex-business-school-2019-prize-winners,news,news,2019,2019,12,12,10,10,essex-business-school-2019-prize-winners,essex-business-school-2019-prize-winners,,,,,,
2021-08-12,https://www.essex.ac.uk/news/2021/08/05/pioneers-in-social-research-–-a-new-book-sheds-light-on-the-foundations-of-modern-sociology,news,news,2021,2021,08,08,05,05,pioneers-in-social-research-–-a-new-book-sheds-light-on-the-foundations-of-modern-sociology,pioneers-in-social-research-–-a-new-book-sheds-light-on-the-foundations-of-modern-sociology,,,,,,
2021-09-27,https://www.essex.ac.uk/news/2021/08/05/professor-ken-cattermole-tribute,news,news,2021,2021,08,08,05,05,professor-ken-cattermole-tribute,professor-ken-cattermole-tribute,,,,,,
2021-09-02,https://www.essex.ac.uk/news/2021/08/09/essex-launches-pioneering-free-data-science-course-for-all-students,news,news,2021,2021,08,08,09,09,essex-launches-pioneering-free-data-science-course-for-all-students,essex-launches-pioneering-free-data-science-course-for-all-students,,,,,,
2021-08-17,https://www.essex.ac.uk/news/2021/08/06/essex-students-can-access-funds-for-international-study-or-work-opportunities,news,news,2021,2021,08,08,06,06,essex-students-can-access-funds-for-international-study-or-work-opportunities,essex-students-can-access-funds-for-international-study-or-work-opportunities,,,,,,
2021-08-12,https://www.essex.ac.uk/news/2021/08/11/class-of-21-karolina-mathesova,news,news,2021,2021,08,08,11,11,class-of-21-karolina-mathesova,class-of-21-karolina-mathesova,,,,,,
2021-09-27,https://www.essex.ac.uk/news/2021/08/11/positive-feedback-for-essex-preparation-programme,news,news,2021,2021,08,08,11,11,positive-feedback-for-essex-preparation-programme,positive-feedback-for-essex-preparation-programme,,,,,,
2021-08-25,https://www.essex.ac.uk/news/2021/08/25/thirties-in-colour-pam-cox,news,news,2021,2021,08,08,25,25,thirties-in-colour-pam-cox,thirties-in-colour-pam-cox,,,,,,
2022-02-04,https://www.essex.ac.uk/news/2021/10/06/new-director-for-institute-for-public-health-and-wellbeing,news,news,2021,2021,10,10,06,06,new-director-for-institute-for-public-health-and-wellbeing,new-director-for-institute-for-public-health-and-wellbeing,,,,,,
2021-10-29,https://www.essex.ac.uk/news/2021/10/11/foss-2021-essex-events,news,news,2021,2021,10,10,11,11,foss-2021-essex-events,foss-2021-essex-events,,,,,,
2021-10-26,https://www.essex.ac.uk/news/2021/10/11/podcast-will-highlight-global-issues-faced-by-lgbtq+-community,news,news,2021,2021,10,10,11,11,podcast-will-highlight-global-issues-faced-by-lgbtq+-community,podcast-will-highlight-global-issues-faced-by-lgbtq+-community,,,,,,
2021-11-15,https://www.essex.ac.uk/news/2021/10/20/people-with-negative-feelings-towards-the-hijab-see-happiness-as-sadness,news,news,2021,2021,10,10,20,20,people-with-negative-feelings-towards-the-hijab-see-happiness-as-sadness,people-with-negative-feelings-towards-the-hijab-see-happiness-as-sadness,,,,,,
2021-11-02,https://www.essex.ac.uk/news/2021/10/29/university-of-essex-online-wins-global-award,news,news,2021,2021,10,10,29,29,university-of-essex-online-wins-global-award,university-of-essex-online-wins-global-award,,,,,,
2021-11-29,https://www.essex.ac.uk/news/2021/10/29/essex-leads-international-research-into-swahili,news,news,2021,2021,10,10,29,29,essex-leads-international-research-into-swahili,essex-leads-international-research-into-swahili,,,,,,
2021-10-26,https://www.essex.ac.uk/news/2021/10/15/just-two-minutes-of-doom-and-gloom-on-social-media-can-drag-us-down,news,news,2021,2021,10,10,15,15,just-two-minutes-of-doom-and-gloom-on-social-media-can-drag-us-down,just-two-minutes-of-doom-and-gloom-on-social-media-can-drag-us-down,,,,,,
2021-10-29,https://www.essex.ac.uk/news/2021/10/18/new-essex-finance-centre-collaboration-with-bifelab,news,news,2021,2021,10,10,18,18,new-essex-finance-centre-collaboration-with-bifelab,new-essex-finance-centre-collaboration-with-bifelab,,,,,,
2021-11-15,https://www.essex.ac.uk/news/2021/10/22/vote-now-to-celebrate-wivenhoe-park,news,news,2021,2021,10,10,22,22,vote-now-to-celebrate-wivenhoe-park,vote-now-to-celebrate-wivenhoe-park,,,,,,
2021-10-04,https://www.essex.ac.uk/news/2021/10/01/remembering-rima,news,news,2021,2021,10,10,01,01,remembering-rima,remembering-rima,,,,,,
2021-10-21,https://www.essex.ac.uk/news/2021/10/03/essex-councils-urged-to-adopt-human-rights-practices,news,news,2021,2021,10,10,03,03,essex-councils-urged-to-adopt-human-rights-practices,essex-councils-urged-to-adopt-human-rights-practices,,,,,,
2021-11-29,https://www.essex.ac.uk/news/2021/10/25/essex-tops-the-table-for-ktps,news,news,2021,2021,10,10,25,25,essex-tops-the-table-for-ktps,essex-tops-the-table-for-ktps,,,,,,
2021-10-26,https://www.essex.ac.uk/news/2021/10/26/cyber-security-and-privacy-expert-takes-leading-data-science-role-at-essex,news,news,2021,2021,10,10,26,26,cyber-security-and-privacy-expert-takes-leading-data-science-role-at-essex,cyber-security-and-privacy-expert-takes-leading-data-science-role-at-essex,,,,,,
2021-10-27,https://www.essex.ac.uk/news/2021/10/27/covid-mentoring-scheme-extended,news,news,2021,2021,10,10,27,27,covid-mentoring-scheme-extended,covid-mentoring-scheme-extended,,,,,,
2021-10-12,https://www.essex.ac.uk/news/2021/10/12/record-year-for-student-placements,news,news,2021,2021,10,10,12,12,record-year-for-student-placements,record-year-for-student-placements,,,,,,
2022-08-31,https://www.essex.ac.uk/news/2021/10/12/marine-biology-student-plays-key-role-in-bbc-natural-history-series,news,news,2021,2021,10,10,12,12,marine-biology-student-plays-key-role-in-bbc-natural-history-series,marine-biology-student-plays-key-role-in-bbc-natural-history-series,,,,,,
2021-10-21,https://www.essex.ac.uk/news/2021/10/13/green-flag-award-2021,news,news,2021,2021,10,10,13,13,green-flag-award-2021,green-flag-award-2021,,,,,,
2022-01-11,https://www.essex.ac.uk/news/2021/10/19/anthony-retires-after-36-years-at-essex,news,news,2021,2021,10,10,19,19,anthony-retires-after-36-years-at-essex,anthony-retires-after-36-years-at-essex,,,,,,
2022-05-25,https://www.essex.ac.uk/news/2021/10/21/registrar-and-secretary-statement,news,news,2021,2021,10,10,21,21,registrar-and-secretary-statement,registrar-and-secretary-statement,,,,,,
2021-10-21,https://www.essex.ac.uk/news/2021/10/21/essex-delegation-joins-yufe-event-in-bremen,news,news,2021,2021,10,10,21,21,essex-delegation-joins-yufe-event-in-bremen,essex-delegation-joins-yufe-event-in-bremen,,,,,,
2021-12-02,https://www.essex.ac.uk/news/2021/12/02/research-offers-new-hope-for-lung-and-bladder-cancer-patients,news,news,2021,2021,12,12,02,02,research-offers-new-hope-for-lung-and-bladder-cancer-patients,research-offers-new-hope-for-lung-and-bladder-cancer-patients,,,,,,
2021-12-07,https://www.essex.ac.uk/news/2021/12/07/dr-michelle-taylor-new-president-of-deep-sea-biology-society,news,news,2021,2021,12,12,07,07,dr-michelle-taylor-new-president-of-deep-sea-biology-society,dr-michelle-taylor-new-president-of-deep-sea-biology-society,,,,,,
2021-12-15,https://www.essex.ac.uk/news/2021/12/09/integrating-climate-change-within-public-investment-policies-in-south-asia,news,news,2021,2021,12,12,09,09,integrating-climate-change-within-public-investment-policies-in-south-asia,integrating-climate-change-within-public-investment-policies-in-south-asia,,,,,,
2021-12-15,https://www.essex.ac.uk/news/2021/12/09/nigel-south-retires,news,news,2021,2021,12,12,09,09,nigel-south-retires,nigel-south-retires,,,,,,
2022-01-21,https://www.essex.ac.uk/news/2021/12/14/university-scoops-accommodation-award,news,news,2021,2021,12,12,14,14,university-scoops-accommodation-award,university-scoops-accommodation-award,,,,,,
2021-12-22,https://www.essex.ac.uk/news/2021/12/22/confusing-nhs-covid-19-messaging-led-brits-to-misunderstand-virus-threat,news,news,2021,2021,12,12,22,22,confusing-nhs-covid-19-messaging-led-brits-to-misunderstand-virus-threat,confusing-nhs-covid-19-messaging-led-brits-to-misunderstand-virus-threat,,,,,,
2021-12-15,https://www.essex.ac.uk/news/2021/12/15/protecting-crop-performance-in-higher-temperatures,news,news,2021,2021,12,12,15,15,protecting-crop-performance-in-higher-temperatures,protecting-crop-performance-in-higher-temperatures,,,,,,
2021-12-15,https://www.essex.ac.uk/news/2021/12/15/r-g-carter-appointed-to-build-extension-to-parkside-office-village,news,news,2021,2021,12,12,15,15,r-g-carter-appointed-to-build-extension-to-parkside-office-village,r-g-carter-appointed-to-build-extension-to-parkside-office-village,,,,,,
2021-12-15,https://www.essex.ac.uk/news/2021/12/15/bosses-should-plan-in-two-minute-exercise-breaks-to-help-home-workers,news,news,2021,2021,12,12,15,15,bosses-should-plan-in-two-minute-exercise-breaks-to-help-home-workers,bosses-should-plan-in-two-minute-exercise-breaks-to-help-home-workers,,,,,,
2021-12-01,https://www.essex.ac.uk/news/2021/12/01/two-new-reports-from-make-happen-build-on-work-to-level-up,news,news,2021,2021,12,12,01,01,two-new-reports-from-make-happen-build-on-work-to-level-up,two-new-reports-from-make-happen-build-on-work-to-level-up,,,,,,
2021-11-24,https://www.essex.ac.uk/news/2021/11/10/sabrina-elba-talks-at-global-citizen-panel,news,news,2021,2021,11,11,10,10,sabrina-elba-talks-at-global-citizen-panel,sabrina-elba-talks-at-global-citizen-panel,,,,,,
2022-01-21,https://www.essex.ac.uk/news/2021/11/24/new-generation-of-black-researchers-to-be-supported-by-pioneering-project,news,news,2021,2021,11,11,24,24,new-generation-of-black-researchers-to-be-supported-by-pioneering-project,new-generation-of-black-researchers-to-be-supported-by-pioneering-project,,,,,,
2022-01-07,https://www.essex.ac.uk/news/2021/11/24/dr-jason-neale-returns-to-university-of-essex,news,news,2021,2021,11,11,24,24,dr-jason-neale-returns-to-university-of-essex,dr-jason-neale-returns-to-university-of-essex,,,,,,
2023-05-19,https://www.essex.ac.uk/news/2021/11/03/global-citizen-climate-talk,news,news,2021,2021,11,11,03,03,global-citizen-climate-talk,global-citizen-climate-talk,,,,,,
2021-11-26,https://www.essex.ac.uk/news/2021/11/04/ocean-change-is-intensifying-climate-crisis,news,news,2021,2021,11,11,04,04,ocean-change-is-intensifying-climate-crisis,ocean-change-is-intensifying-climate-crisis,,,,,,
2021-11-15,https://www.essex.ac.uk/news/2021/11/08/book-examines-the-impact-of-ai-on-academic-work,news,news,2021,2021,11,11,08,08,book-examines-the-impact-of-ai-on-academic-work,book-examines-the-impact-of-ai-on-academic-work,,,,,,
2021-11-15,https://www.essex.ac.uk/news/2021/11/09/essex-partners-with-cooperation-ireland-on-social-innovation-project-to-foster-peace,news,news,2021,2021,11,11,09,09,essex-partners-with-cooperation-ireland-on-social-innovation-project-to-foster-peace,essex-partners-with-cooperation-ireland-on-social-innovation-project-to-foster-peace,,,,,,
2021-11-08,https://www.essex.ac.uk/news/2021/11/09/carla-ferstman-judges-on-international-panel,news,news,2021,2021,11,11,09,09,carla-ferstman-judges-on-international-panel,carla-ferstman-judges-on-international-panel,,,,,,
2022-05-13,https://www.essex.ac.uk/news/2021/11/11/caring-confident-dads-have-different-brain-structure-to-other-fathers,news,news,2021,2021,11,11,11,11,caring-confident-dads-have-different-brain-structure-to-other-fathers,caring-confident-dads-have-different-brain-structure-to-other-fathers,,,,,,
2021-11-15,https://www.essex.ac.uk/news/2021/11/12/john-bercow-steps-down-as-chancellor,news,news,2021,2021,11,11,12,12,john-bercow-steps-down-as-chancellor,john-bercow-steps-down-as-chancellor,,,,,,
2021-11-16,https://www.essex.ac.uk/news/2021/11/15/partnership-with-us-sports-scholarships-offers-new-opportunities-to-talented-athletes,news,news,2021,2021,11,11,15,15,partnership-with-us-sports-scholarships-offers-new-opportunities-to-talented-athletes,partnership-with-us-sports-scholarships-offers-new-opportunities-to-talented-athletes,,,,,,
2021-11-29,https://www.essex.ac.uk/news/2021/11/15/class-of-2021-malik-mikel,news,news,2021,2021,11,11,15,15,class-of-2021-malik-mikel,class-of-2021-malik-mikel,,,,,,
2021-11-26,https://www.essex.ac.uk/news/2021/11/16/essex-researcher-ranked-amongst-2021-most-influential-scientists,news,news,2021,2021,11,11,16,16,essex-researcher-ranked-amongst-2021-most-influential-scientists,essex-researcher-ranked-amongst-2021-most-influential-scientists,,,,,,
2021-11-29,https://www.essex.ac.uk/news/2021/11/16/essex-social-historian-contributes-to-documentary-on-victorian-britain,news,news,2021,2021,11,11,16,16,essex-social-historian-contributes-to-documentary-on-victorian-britain,essex-social-historian-contributes-to-documentary-on-victorian-britain,,,,,,
2023-03-23,https://www.essex.ac.uk/news/2021/11/18/tribute-to-dudley-young,news,news,2021,2021,11,11,18,18,tribute-to-dudley-young,tribute-to-dudley-young,,,,,,
2022-01-21,https://www.essex.ac.uk/news/2021/11/18/innovation-centre-knowledge-gateway-over-50-per-cent-full,news,news,2021,2021,11,11,18,18,innovation-centre-knowledge-gateway-over-50-per-cent-full,innovation-centre-knowledge-gateway-over-50-per-cent-full,,,,,,
2021-11-24,https://www.essex.ac.uk/news/2021/11/23/inspirational-student-meets-prince-charles,news,news,2021,2021,11,11,23,23,inspirational-student-meets-prince-charles,inspirational-student-meets-prince-charles,,,,,,
2021-11-29,https://www.essex.ac.uk/news/2021/11/25/jules-pretty-to-chair-essex-climate-action-committee,news,news,2021,2021,11,11,25,25,jules-pretty-to-chair-essex-climate-action-committee,jules-pretty-to-chair-essex-climate-action-committee,,,,,,
2021-11-29,https://www.essex.ac.uk/news/2021/11/26/16-days-of-action-against-domestic-violence,news,news,2021,2021,11,11,26,26,16-days-of-action-against-domestic-violence,16-days-of-action-against-domestic-violence,,,,,,
2022-01-21,https://www.essex.ac.uk/news/2021/11/26/essex-lecturer-scoops-uks-top-innovation-award,news,news,2021,2021,11,11,26,26,essex-lecturer-scoops-uks-top-innovation-award,essex-lecturer-scoops-uks-top-innovation-award,,,,,,
2021-12-01,https://www.essex.ac.uk/news/2021/11/30/the-university-of-essex-is-a-young-careers-champion,news,news,2021,2021,11,11,30,30,the-university-of-essex-is-a-young-careers-champion,the-university-of-essex-is-a-young-careers-champion,,,,,,
2021-11-30,https://www.essex.ac.uk/news/2021/11/30/teacher-pay-rise-could-boost-test-scores-as-much-as-cutting-class-numbers,news,news,2021,2021,11,11,30,30,teacher-pay-rise-could-boost-test-scores-as-much-as-cutting-class-numbers,teacher-pay-rise-could-boost-test-scores-as-much-as-cutting-class-numbers,,,,,,
2021-12-01,https://www.essex.ac.uk/news/2021/11/30/essex-evaluates-use-of-internet-of-things-technology-for-south-london-partnership,news,news,2021,2021,11,11,30,30,essex-evaluates-use-of-internet-of-things-technology-for-south-london-partnership,essex-evaluates-use-of-internet-of-things-technology-for-south-london-partnership,,,,,,
2021-12-01,https://www.essex.ac.uk/news/2021/11/30/horus-security-consultancy-partners-with-university-of-essex,news,news,2021,2021,11,11,30,30,horus-security-consultancy-partners-with-university-of-essex,horus-security-consultancy-partners-with-university-of-essex,,,,,,
2021-02-17,https://www.essex.ac.uk/news/2021/01/20/how-positive-relationships-could-help-us-all-get-through-the-covid-pandemic,news,news,2021,2021,01,01,20,20,how-positive-relationships-could-help-us-all-get-through-the-covid-pandemic,how-positive-relationships-could-help-us-all-get-through-the-covid-pandemic,,,,,,
2021-01-21,https://www.essex.ac.uk/news/2021/01/21/penelope-honoured-as-one-the-uks-top-young-inventors,news,news,2021,2021,01,01,21,21,penelope-honoured-as-one-the-uks-top-young-inventors,penelope-honoured-as-one-the-uks-top-young-inventors,,,,,,
2021-01-22,https://www.essex.ac.uk/news/2021/01/21/the-unfinished-arab-spring,news,news,2021,2021,01,01,21,21,the-unfinished-arab-spring,the-unfinished-arab-spring,,,,,,
2021-01-20,https://www.essex.ac.uk/news/2021/01/12/new-study-reveals-father-child-brain-to-brain-synchrony-during-puzzle-play,news,news,2021,2021,01,01,12,12,new-study-reveals-father-child-brain-to-brain-synchrony-during-puzzle-play,new-study-reveals-father-child-brain-to-brain-synchrony-during-puzzle-play,,,,,,
2021-01-19,https://www.essex.ac.uk/news/2021/01/18/university-nursery-judged-to-be-outstanding,news,news,2021,2021,01,01,18,18,university-nursery-judged-to-be-outstanding,university-nursery-judged-to-be-outstanding,,,,,,
2021-05-18,https://www.essex.ac.uk/news/2021/01/19/essex-physiotherapy-students-continue-vital-role-on-covid-19-frontline,news,news,2021,2021,01,01,19,19,essex-physiotherapy-students-continue-vital-role-on-covid-19-frontline,essex-physiotherapy-students-continue-vital-role-on-covid-19-frontline,,,,,,
2021-01-19,https://www.essex.ac.uk/news/2021/01/19/obituary:-the-rt-rev-john-waine,news,news,2021,2021,01,01,19,19,obituary:-the-rt-rev-john-waine,obituary:-the-rt-rev-john-waine,,,,,,
2021-01-25,https://www.essex.ac.uk/news/2021/01/25/essex-graduates-praised-for-valuable-work-in-covid19-testing,news,news,2021,2021,01,01,25,25,essex-graduates-praised-for-valuable-work-in-covid19-testing,essex-graduates-praised-for-valuable-work-in-covid19-testing,,,,,,
2021-02-04,https://www.essex.ac.uk/news/2021/02/04/story-of-covid19s-mental-health-impact-using-twitter,news,news,2021,2021,02,02,04,04,story-of-covid19s-mental-health-impact-using-twitter,story-of-covid19s-mental-health-impact-using-twitter,,,,,,
2023-05-19,https://www.essex.ac.uk/news/2021/02/09/public-international-law-lecture-series-launched,news,news,2021,2021,02,02,09,09,public-international-law-lecture-series-launched,public-international-law-lecture-series-launched,,,,,,
2021-03-02,https://www.essex.ac.uk/news/2021/02/15/unhcr-gain-conference-on-displaced-people-highlights-importance-of-lived-experience,news,news,2021,2021,02,02,15,15,unhcr-gain-conference-on-displaced-people-highlights-importance-of-lived-experience,unhcr-gain-conference-on-displaced-people-highlights-importance-of-lived-experience,,,,,,
2021-04-06,https://www.essex.ac.uk/news/2021/02/16/covid-19-threatening-diversity-in-theatre-as-freelancers-retrain,news,news,2021,2021,02,02,16,16,covid-19-threatening-diversity-in-theatre-as-freelancers-retrain,covid-19-threatening-diversity-in-theatre-as-freelancers-retrain,,,,,,
2021-02-02,https://www.essex.ac.uk/news/2021/02/02/joint-statement-from-the-su-and-vc,news,news,2021,2021,02,02,02,02,joint-statement-from-the-su-and-vc,joint-statement-from-the-su-and-vc,,,,,,
2021-02-26,https://www.essex.ac.uk/news/2021/02/02/open-letter-to-government,news,news,2021,2021,02,02,02,02,open-letter-to-government,open-letter-to-government,,,,,,
2021-02-17,https://www.essex.ac.uk/news/2021/02/02/promising-results-from-low-tech-eye-test-which-can-be-done-from-home,news,news,2021,2021,02,02,02,02,promising-results-from-low-tech-eye-test-which-can-be-done-from-home,promising-results-from-low-tech-eye-test-which-can-be-done-from-home,,,,,,
2021-02-26,https://www.essex.ac.uk/news/2021/02/10/graduate-narmin-wins-study-uk-alumni-award,news,news,2021,2021,02,02,10,10,graduate-narmin-wins-study-uk-alumni-award,graduate-narmin-wins-study-uk-alumni-award,,,,,,
2021-02-09,https://www.essex.ac.uk/news/2021/02/10/project-to-investigate-how-fintech-can-deepen-trade-relations-between-uk-and-india,news,news,2021,2021,02,02,10,10,project-to-investigate-how-fintech-can-deepen-trade-relations-between-uk-and-india,project-to-investigate-how-fintech-can-deepen-trade-relations-between-uk-and-india,,,,,,
2021-02-25,https://www.essex.ac.uk/news/2021/02/25/food-stock-management-app-just-got-even-smarter,news,news,2021,2021,02,02,25,25,food-stock-management-app-just-got-even-smarter,food-stock-management-app-just-got-even-smarter,,,,,,
2021-06-18,https://www.essex.ac.uk/news/2021/02/25/tributes-to-gabriel-pearson,news,news,2021,2021,02,02,25,25,tributes-to-gabriel-pearson,tributes-to-gabriel-pearson,,,,,,
2021-02-25,https://www.essex.ac.uk/news/2021/02/25/the-way-a-fish-swims-reveals-a-lot-about-its-personality,news,news,2021,2021,02,02,25,25,the-way-a-fish-swims-reveals-a-lot-about-its-personality,the-way-a-fish-swims-reveals-a-lot-about-its-personality,,,,,,
2022-12-02,https://www.essex.ac.uk/news/2021/02/26/maria-secures-unesco-chair-role-for-another-four-years,news,news,2021,2021,02,02,26,26,maria-secures-unesco-chair-role-for-another-four-years,maria-secures-unesco-chair-role-for-another-four-years,,,,,,
2021-02-15,https://www.essex.ac.uk/news/2021/02/11/helping-address-local-challenges-facing-adult-care-and-child-services,news,news,2021,2021,02,02,11,11,helping-address-local-challenges-facing-adult-care-and-child-services,helping-address-local-challenges-facing-adult-care-and-child-services,,,,,,
2021-03-01,https://www.essex.ac.uk/news/2021/02/11/finally-giving-victims-of-child-sexual-abuse-a-voice-to-be-heard,news,news,2021,2021,02,02,11,11,finally-giving-victims-of-child-sexual-abuse-a-voice-to-be-heard,finally-giving-victims-of-child-sexual-abuse-a-voice-to-be-heard,,,,,,
2021-02-18,https://www.essex.ac.uk/news/2021/02/18/essex-academics-recognised-as-among-most-cited-scholars,news,news,2021,2021,02,02,18,18,essex-academics-recognised-as-among-most-cited-scholars,essex-academics-recognised-as-among-most-cited-scholars,,,,,,
2021-03-04,https://www.essex.ac.uk/news/2021/03/02/crafting-consensus,news,news,2021,2021,03,03,02,02,crafting-consensus,crafting-consensus,,,,,,
2021-03-17,https://www.essex.ac.uk/news/2021/03/02/the-science-behind-encouraging-people-to-take-positive-action-to-cut-pollution,news,news,2021,2021,03,03,02,02,the-science-behind-encouraging-people-to-take-positive-action-to-cut-pollution,the-science-behind-encouraging-people-to-take-positive-action-to-cut-pollution,,,,,,
2021-03-03,https://www.essex.ac.uk/news/2021/03/02/two-students-take-key-role-in-biomedical-science-committee,news,news,2021,2021,03,03,02,02,two-students-take-key-role-in-biomedical-science-committee,two-students-take-key-role-in-biomedical-science-committee,,,,,,
2021-04-06,https://www.essex.ac.uk/news/2021/03/01/graduate-konstantina-wins-study-uk-alumni-award,news,news,2021,2021,03,03,01,01,graduate-konstantina-wins-study-uk-alumni-award,graduate-konstantina-wins-study-uk-alumni-award,,,,,,
2021-03-15,https://www.essex.ac.uk/news/2021/03/10/nhs-property-post-for-our-chair-of-council,news,news,2021,2021,03,03,10,10,nhs-property-post-for-our-chair-of-council,nhs-property-post-for-our-chair-of-council,,,,,,
