last modified,url,level_1,level_1,level_2,level_2,level_3,level_3,level_4,level_4,level_5,level_5,level_6,level_6,level_7,level_7,level_8,level_8
2024-04-05,https://www.essex.ac.uk/business/facilities,business,business,facilities,facilities,,,,,,,,,,,,
2024-03-18,https://www.essex.ac.uk/about/sanctuary/life-changing-scholarships,about,about,sanctuary,sanctuary,life-changing-scholarships,life-changing-scholarships,,,,,,,,,,
2024-06-12,https://www.essex.ac.uk/governance-and-strategy/governance/council/elections-to-council,governance-and-strategy,governance-and-strategy,governance,governance,council,council,elections-to-council,elections-to-council,,,,,,,,
2024-08-14,https://www.essex.ac.uk/alumni/awards/alumnus-of-the-year,alumni,alumni,awards,awards,alumnus-of-the-year,alumnus-of-the-year,,,,,,,,,,
2024-08-27,https://www.essex.ac.uk/alumni/awards/volunteer-of-the-year,alumni,alumni,awards,awards,volunteer-of-the-year,volunteer-of-the-year,,,,,,,,,,
2024-09-10,https://www.essex.ac.uk/schools-and-colleges/events/national-careers-week,schools-and-colleges,schools-and-colleges,events,events,national-careers-week,national-careers-week,,,,,,,,,,
2024-09-11,https://www.essex.ac.uk/schools-and-colleges/talks-and-visits/academic-workshops,schools-and-colleges,schools-and-colleges,talks-and-visits,talks-and-visits,academic-workshops,academic-workshops,,,,,,,,,,
2024-09-05,https://www.essex.ac.uk/life/accommodation/off-campus,life,life,accommodation,accommodation,off-campus,off-campus,,,,,,,,,,
2024-09-10,https://www.essex.ac.uk/disclaimer/privacy-statements/external-speakers-and-attendees,disclaimer,disclaimer,privacy-statements,privacy-statements,external-speakers-and-attendees,external-speakers-and-attendees,,,,,,,,,,
2024-09-16,https://www.essex.ac.uk/international/immigration-and-visas/coming-to-the-uk/brp,international,international,immigration-and-visas,immigration-and-visas,coming-to-the-uk,coming-to-the-uk,brp,brp,,,,,,,,
2024-06-03,https://www.essex.ac.uk/business/education,business,business,education,education,,,,,,,,,,,,
2024-09-17,https://www.essex.ac.uk/schools-and-colleges/talks-and-visits,schools-and-colleges,schools-and-colleges,talks-and-visits,talks-and-visits,,,,,,,,,,,,
2024-04-17,https://www.essex.ac.uk/schools-and-colleges/talks-and-visits/academic-workshops/science-and-health,schools-and-colleges,schools-and-colleges,talks-and-visits,talks-and-visits,academic-workshops,academic-workshops,science-and-health,science-and-health,,,,,,,,
2024-09-18,https://www.essex.ac.uk/schools-and-colleges/talks-and-visits/talks,schools-and-colleges,schools-and-colleges,talks-and-visits,talks-and-visits,talks,talks,,,,,,,,,,
2024-09-06,https://www.essex.ac.uk/schools-and-colleges/talks-and-visits/campus-visits,schools-and-colleges,schools-and-colleges,talks-and-visits,talks-and-visits,campus-visits,campus-visits,,,,,,,,,,
2024-09-17,https://www.essex.ac.uk/schools-and-colleges/membership,schools-and-colleges,schools-and-colleges,membership,membership,,,,,,,,,,,,
2024-08-29,https://www.essex.ac.uk/schools-and-colleges/events/summer-school,schools-and-colleges,schools-and-colleges,events,events,summer-school,summer-school,,,,,,,,,,
2024-08-29,https://www.essex.ac.uk/schools-and-colleges/events/science-of-life-webinar-series,schools-and-colleges,schools-and-colleges,events,events,science-of-life-webinar-series,science-of-life-webinar-series,,,,,,,,,,
2024-08-29,https://www.essex.ac.uk/schools-and-colleges/events/online-learning-solutions-for-teachers,schools-and-colleges,schools-and-colleges,events,events,online-learning-solutions-for-teachers,online-learning-solutions-for-teachers,,,,,,,,,,
2024-08-29,https://www.essex.ac.uk/schools-and-colleges/events/understanding-university-podcast,schools-and-colleges,schools-and-colleges,events,events,understanding-university-podcast,understanding-university-podcast,,,,,,,,,,
2024-08-29,https://www.essex.ac.uk/schools-and-colleges/events/stemtacular,schools-and-colleges,schools-and-colleges,events,events,stemtacular,stemtacular,,,,,,,,,,
2024-09-18,https://www.essex.ac.uk/schools-and-colleges/teacher-resources,schools-and-colleges,schools-and-colleges,teacher-resources,teacher-resources,,,,,,,,,,,,
2024-09-25,https://www.essex.ac.uk/life/careers/entrepreneurs/start-up-stories-22-23,life,life,careers,careers,entrepreneurs,entrepreneurs,start-up-stories-22-23,start-up-stories-22-23,,,,,,,,
2024-09-06,https://www.essex.ac.uk/postgraduate/masters/fees-and-funding,postgraduate,postgraduate,masters,masters,fees-and-funding,fees-and-funding,,,,,,,,,,
2024-09-27,https://www.essex.ac.uk/sport/the-tribe,sport,sport,the-tribe,the-tribe,,,,,,,,,,,,
2024-07-30,https://www.essex.ac.uk/departments/sport-rehabilitation-and-exercise-sciences/careers,departments,departments,sport-rehabilitation-and-exercise-sciences,sport-rehabilitation-and-exercise-sciences,careers,careers,,,,,,,,,,
2024-05-09,https://www.essex.ac.uk/departments/sport-rehabilitation-and-exercise-sciences/cpd/ultrasound-mentorship,departments,departments,sport-rehabilitation-and-exercise-sciences,sport-rehabilitation-and-exercise-sciences,cpd,cpd,ultrasound-mentorship,ultrasound-mentorship,,,,,,,,
2024-08-02,https://www.essex.ac.uk/departments/sport-rehabilitation-and-exercise-sciences/people/research-students,departments,departments,sport-rehabilitation-and-exercise-sciences,sport-rehabilitation-and-exercise-sciences,people,people,research-students,research-students,,,,,,,,
2024-08-14,https://www.essex.ac.uk/life/for-all/democracy-and-citizenship-for-all,life,life,for-all,for-all,democracy-and-citizenship-for-all,democracy-and-citizenship-for-all,,,,,,,,,,
2024-07-26,https://www.essex.ac.uk/undergraduate/applying-to-essex/uk-applicants,undergraduate,undergraduate,applying-to-essex,applying-to-essex,uk-applicants,uk-applicants,,,,,,,,,,
2024-09-20,https://www.essex.ac.uk/departments/life-sciences/research,departments,departments,life-sciences,life-sciences,research,research,,,,,,,,,,
2024-10-01,https://www.essex.ac.uk/study-abroad/summer-abroad/funding-opportunities,study-abroad,study-abroad,summer-abroad,summer-abroad,funding-opportunities,funding-opportunities,,,,,,,,,,
2024-08-08,https://www.essex.ac.uk/departments/life-sciences/people,departments,departments,life-sciences,life-sciences,people,people,,,,,,,,,,
2024-07-30,https://www.essex.ac.uk/departments/mathematics-statistics-and-actuarial-science/careers,departments,departments,mathematics-statistics-and-actuarial-science,mathematics-statistics-and-actuarial-science,careers,careers,,,,,,,,,,
2024-10-07,https://www.essex.ac.uk/departments/life-sciences/undergraduate,departments,departments,life-sciences,life-sciences,undergraduate,undergraduate,,,,,,,,,,
2024-10-07,https://www.essex.ac.uk/international/immigration-and-visas/immigration-advice-services,international,international,immigration-and-visas,immigration-and-visas,immigration-advice-services,immigration-advice-services,,,,,,,,,,
2024-05-21,https://www.essex.ac.uk/departments/computer-science-and-electronic-engineering/careers/andrew-starkey,departments,departments,computer-science-and-electronic-engineering,computer-science-and-electronic-engineering,careers,careers,andrew-starkey,andrew-starkey,,,,,,,,
2024-05-21,https://www.essex.ac.uk/departments/computer-science-and-electronic-engineering/careers/ecaterina-gamanji,departments,departments,computer-science-and-electronic-engineering,computer-science-and-electronic-engineering,careers,careers,ecaterina-gamanji,ecaterina-gamanji,,,,,,,,
2024-05-02,https://www.essex.ac.uk/departments/computer-science-and-electronic-engineering/careers/martin-galpin,departments,departments,computer-science-and-electronic-engineering,computer-science-and-electronic-engineering,careers,careers,martin-galpin,martin-galpin,,,,,,,,
2024-07-30,https://www.essex.ac.uk/departments/computer-science-and-electronic-engineering/careers/ayla-sensibar,departments,departments,computer-science-and-electronic-engineering,computer-science-and-electronic-engineering,careers,careers,ayla-sensibar,ayla-sensibar,,,,,,,,
2024-02-28,https://www.essex.ac.uk/departments/computer-science-and-electronic-engineering/careers/matthew-evans,departments,departments,computer-science-and-electronic-engineering,computer-science-and-electronic-engineering,careers,careers,matthew-evans,matthew-evans,,,,,,,,
2024-09-30,https://www.essex.ac.uk/research/media-requests,research,research,media-requests,media-requests,,,,,,,,,,,,
2024-10-09,https://www.essex.ac.uk/life/cost-of-living-support,life,life,cost-of-living-support,cost-of-living-support,,,,,,,,,,,,
2024-09-25,https://www.essex.ac.uk/governance-and-strategy/governance/key-dates,governance-and-strategy,governance-and-strategy,governance,governance,key-dates,key-dates,,,,,,,,,,
2024-07-17,https://www.essex.ac.uk/postgraduate/research/opportunities/health-and-wellbeing-of-the-transgender-community,postgraduate,postgraduate,research,research,opportunities,opportunities,health-and-wellbeing-of-the-transgender-community,health-and-wellbeing-of-the-transgender-community,,,,,,,,
2024-05-14,https://www.essex.ac.uk/postgraduate/research/opportunities/catalysts-for-change-and-collaborations-in-new-writing-for-the-stage,postgraduate,postgraduate,research,research,opportunities,opportunities,catalysts-for-change-and-collaborations-in-new-writing-for-the-stage,catalysts-for-change-and-collaborations-in-new-writing-for-the-stage,,,,,,,,
2024-09-05,https://www.essex.ac.uk/business/facilities/research,business,business,facilities,facilities,research,research,,,,,,,,,,
2024-07-24,https://www.essex.ac.uk/short-courses/programmes-for-partners,short-courses,short-courses,programmes-for-partners,programmes-for-partners,,,,,,,,,,,,
2024-05-22,https://www.essex.ac.uk/short-courses/data-science,short-courses,short-courses,data-science,data-science,,,,,,,,,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/human-rights-and-journalism,short-courses,short-courses,human-rights-and-journalism,human-rights-and-journalism,,,,,,,,,,,,
2024-04-03,https://www.essex.ac.uk/short-courses/sustainable-leadership-ee,short-courses,short-courses,sustainable-leadership-ee,sustainable-leadership-ee,,,,,,,,,,,,
2024-04-16,https://www.essex.ac.uk/short-courses/human-rights-and-local-government,short-courses,short-courses,human-rights-and-local-government,human-rights-and-local-government,,,,,,,,,,,,
2024-07-02,https://www.essex.ac.uk/short-courses/university-preparation-programme,short-courses,short-courses,university-preparation-programme,university-preparation-programme,,,,,,,,,,,,
2024-10-03,https://www.essex.ac.uk/departments/psychology/events/70-years-of-attachment-research,departments,departments,psychology,psychology,events,events,70-years-of-attachment-research,70-years-of-attachment-research,,,,,,,,
2024-10-09,https://www.essex.ac.uk/governance-and-strategy/governance/senate,governance-and-strategy,governance-and-strategy,governance,governance,senate,senate,,,,,,,,,,
2024-10-21,https://www.essex.ac.uk/departments/sport-rehabilitation-and-exercise-sciences/research,departments,departments,sport-rehabilitation-and-exercise-sciences,sport-rehabilitation-and-exercise-sciences,research,research,,,,,,,,,,
2024-11-05,https://www.essex.ac.uk/departments/psychosocial-and-psychoanalytic-studies/research,departments,departments,psychosocial-and-psychoanalytic-studies,psychosocial-and-psychoanalytic-studies,research,research,,,,,,,,,,
2024-10-22,https://www.essex.ac.uk/departments/sport-rehabilitation-and-exercise-sciences/placements/physiotherapy-practice-educators/epad,departments,departments,sport-rehabilitation-and-exercise-sciences,sport-rehabilitation-and-exercise-sciences,placements,placements,physiotherapy-practice-educators,physiotherapy-practice-educators,epad,epad,,,,,,
2024-08-05,https://www.essex.ac.uk/departments/essex-pathways/foundation-year/business-and-economics,departments,departments,essex-pathways,essex-pathways,foundation-year,foundation-year,business-and-economics,business-and-economics,,,,,,,,
2024-04-26,https://www.essex.ac.uk/departments/health-and-social-care/research-degrees/professional-doctorates,departments,departments,health-and-social-care,health-and-social-care,research-degrees,research-degrees,professional-doctorates,professional-doctorates,,,,,,,,
2024-11-11,https://www.essex.ac.uk/departments/essex-business-school/the-essex-mba,departments,departments,essex-business-school,essex-business-school,the-essex-mba,the-essex-mba,,,,,,,,,,
2024-11-13,https://www.essex.ac.uk/departments/essex-business-school/equality-and-inclusion,departments,departments,essex-business-school,essex-business-school,equality-and-inclusion,equality-and-inclusion,,,,,,,,,,
2024-08-30,https://www.essex.ac.uk/about/academic-freedom-and-freedom-of-speech,about,about,academic-freedom-and-freedom-of-speech,academic-freedom-and-freedom-of-speech,,,,,,,,,,,,
2024-11-19,https://www.essex.ac.uk/life/accommodation/southend/rent-charges,life,life,accommodation,accommodation,southend,southend,rent-charges,rent-charges,,,,,,,,
2024-11-19,https://www.essex.ac.uk/life/accommodation/colchester/rent-charges,life,life,accommodation,accommodation,colchester,colchester,rent-charges,rent-charges,,,,,,,,
2024-11-11,https://www.essex.ac.uk/departments/life-sciences/facilities,departments,departments,life-sciences,life-sciences,facilities,facilities,,,,,,,,,,
2024-05-17,https://www.essex.ac.uk/departments/life-sciences/field-trips,departments,departments,life-sciences,life-sciences,field-trips,field-trips,,,,,,,,,,
2024-10-18,https://www.essex.ac.uk/departments/life-sciences/our-environment,departments,departments,life-sciences,life-sciences,our-environment,our-environment,,,,,,,,,,
2024-10-18,https://www.essex.ac.uk/departments/life-sciences/careers/akira-williamson,departments,departments,life-sciences,life-sciences,careers,careers,akira-williamson,akira-williamson,,,,,,,,
2024-10-18,https://www.essex.ac.uk/departments/life-sciences/careers/jade-talbot,departments,departments,life-sciences,life-sciences,careers,careers,jade-talbot,jade-talbot,,,,,,,,
2024-10-18,https://www.essex.ac.uk/departments/life-sciences/careers/rebecca-daniel,departments,departments,life-sciences,life-sciences,careers,careers,rebecca-daniel,rebecca-daniel,,,,,,,,
2024-08-01,https://www.essex.ac.uk/departments/law/partnerships,departments,departments,law,law,partnerships,partnerships,,,,,,,,,,
2024-09-25,https://www.essex.ac.uk/departments/law/people/academic,departments,departments,law,law,people,people,academic,academic,,,,,,,,
2024-11-18,https://www.essex.ac.uk/scholarships/postgraduate-conversion-courses,scholarships,scholarships,postgraduate-conversion-courses,postgraduate-conversion-courses,,,,,,,,,,,,
2024-11-19,https://www.essex.ac.uk/global/engagement/european-networks/yufe,global,global,engagement,engagement,european-networks,european-networks,yufe,yufe,,,,,,,,
2024-11-26,https://www.essex.ac.uk/departments/law/careers,departments,departments,law,law,careers,careers,,,,,,,,,,
2024-11-27,https://www.essex.ac.uk/departments/essex-business-school/the-essex-mba/part-time-mba,departments,departments,essex-business-school,essex-business-school,the-essex-mba,the-essex-mba,part-time-mba,part-time-mba,,,,,,,,
2024-03-04,https://www.essex.ac.uk/departments/sociology/career-prospects,departments,departments,sociology,sociology,career-prospects,career-prospects,,,,,,,,,,
2024-11-22,https://www.essex.ac.uk/international/prospectus,international,international,prospectus,prospectus,,,,,,,,,,,,
2024-10-01,https://www.essex.ac.uk/sport/facilities/squash-courts,sport,sport,facilities,facilities,squash-courts,squash-courts,,,,,,,,,,
2024-10-01,https://www.essex.ac.uk/sport/facilities/activity-studios,sport,sport,facilities,facilities,activity-studios,activity-studios,,,,,,,,,,
2024-08-14,https://www.essex.ac.uk/sport/facilities/outdoor-pitches,sport,sport,facilities,facilities,outdoor-pitches,outdoor-pitches,,,,,,,,,,
2024-10-10,https://www.essex.ac.uk/governance-and-strategy/university-steering-group/vice-chancellor,governance-and-strategy,governance-and-strategy,university-steering-group,university-steering-group,vice-chancellor,vice-chancellor,,,,,,,,,,
2024-09-19,https://www.essex.ac.uk/business/facilities/conference-and-event-packages,business,business,facilities,facilities,conference-and-event-packages,conference-and-event-packages,,,,,,,,,,
2024-09-13,https://www.essex.ac.uk/visit-us/plan-your-visit/external-speakers,visit-us,visit-us,plan-your-visit,plan-your-visit,external-speakers,external-speakers,,,,,,,,,,
2024-10-08,https://www.essex.ac.uk/business/expertise/commissioned-and-collaborative-research-projects/ip-licensing,business,business,expertise,expertise,commissioned-and-collaborative-research-projects,commissioned-and-collaborative-research-projects,ip-licensing,ip-licensing,,,,,,,,
2024-09-24,https://www.essex.ac.uk/study-abroad/essex-students/yufe-study,study-abroad,study-abroad,essex-students,essex-students,yufe-study,yufe-study,,,,,,,,,,
2024-10-16,https://www.essex.ac.uk/short-courses/further-studies-preparation-programme,short-courses,short-courses,further-studies-preparation-programme,further-studies-preparation-programme,,,,,,,,,,,,
2024-08-08,https://www.essex.ac.uk/departments/law/events/annual-essex-law-lecture,departments,departments,law,law,events,events,annual-essex-law-lecture,annual-essex-law-lecture,,,,,,,,
2024-10-02,https://www.essex.ac.uk/disclaimer/complaints,disclaimer,disclaimer,complaints,complaints,,,,,,,,,,,,
2024-06-20,https://www.essex.ac.uk/disclaimer/accessibility-hub/www1-applications,disclaimer,disclaimer,accessibility-hub,accessibility-hub,www1-applications,www1-applications,,,,,,,,,,
2024-06-20,https://www.essex.ac.uk/disclaimer/accessibility-hub/leap,disclaimer,disclaimer,accessibility-hub,accessibility-hub,leap,leap,,,,,,,,,,
2024-06-20,https://www.essex.ac.uk/disclaimer/accessibility-hub/external-examiner-nomination-portal,disclaimer,disclaimer,accessibility-hub,accessibility-hub,external-examiner-nomination-portal,external-examiner-nomination-portal,,,,,,,,,,
2024-01-18,https://www.essex.ac.uk/disclaimer/cookies-list,disclaimer,disclaimer,cookies-list,cookies-list,,,,,,,,,,,,
2024-01-15,https://www.essex.ac.uk/donate/appeals/back-the-blades,donate,donate,appeals,appeals,back-the-blades,back-the-blades,,,,,,,,,,
2023-12-07,https://www.essex.ac.uk/event-series/the-dora-love-prize,event-series,event-series,the-dora-love-prize,the-dora-love-prize,,,,,,,,,,,,
2024-06-21,https://www.essex.ac.uk/postgraduate/why-study-a-postgraduate-qualification,postgraduate,postgraduate,why-study-a-postgraduate-qualification,why-study-a-postgraduate-qualification,,,,,,,,,,,,
2024-09-20,https://www.essex.ac.uk/scholarships/hugh-brogan-scholarship,scholarships,scholarships,hugh-brogan-scholarship,hugh-brogan-scholarship,,,,,,,,,,,,
2024-12-05,https://www.essex.ac.uk/departments/law/scholarships-and-funding,departments,departments,law,law,scholarships-and-funding,scholarships-and-funding,,,,,,,,,,
2024-11-06,https://www.essex.ac.uk/postgraduate/masters/part-time,postgraduate,postgraduate,masters,masters,part-time,part-time,,,,,,,,,,
2024-11-11,https://www.essex.ac.uk/departments/life-sciences/facilities/steps-lab,departments,departments,life-sciences,life-sciences,facilities,facilities,steps-lab,steps-lab,,,,,,,,
2024-10-23,https://www.essex.ac.uk/departments/psychosocial-and-psychoanalytic-studies/equality-and-inclusion,departments,departments,psychosocial-and-psychoanalytic-studies,psychosocial-and-psychoanalytic-studies,equality-and-inclusion,equality-and-inclusion,,,,,,,,,,
2024-03-12,https://www.essex.ac.uk/study-abroad/essex-students/exchange-programme,study-abroad,study-abroad,essex-students,essex-students,exchange-programme,exchange-programme,,,,,,,,,,
2023-12-20,https://www.essex.ac.uk/events/2022/09/11/sagt-2022/papers-and-programme,events,events,2022,2022,09,09,11,11,sagt-2022,sagt-2022,papers-and-programme,papers-and-programme,,,,
2023-12-20,https://www.essex.ac.uk/events/2022/09/11/sagt-2022/venue-and-travel,events,events,2022,2022,09,09,11,11,sagt-2022,sagt-2022,venue-and-travel,venue-and-travel,,,,
2023-12-20,https://www.essex.ac.uk/events/2022/09/11/sagt-2022/committees,events,events,2022,2022,09,09,11,11,sagt-2022,sagt-2022,committees,committees,,,,
2023-12-20,https://www.essex.ac.uk/events/2022/09/11/sagt-2022/history,events,events,2022,2022,09,09,11,11,sagt-2022,sagt-2022,history,history,,,,
2023-12-20,https://www.essex.ac.uk/events/2022/09/11/sagt-2022/talks-and-tutorials,events,events,2022,2022,09,09,11,11,sagt-2022,sagt-2022,talks-and-tutorials,talks-and-tutorials,,,,
2024-11-19,https://www.essex.ac.uk/life/accommodation/colchester/shared-accommodation,life,life,accommodation,accommodation,colchester,colchester,shared-accommodation,shared-accommodation,,,,,,,,
2024-07-09,https://www.essex.ac.uk/test/graduation-live-stream,test,test,graduation-live-stream,graduation-live-stream,,,,,,,,,,,,
2024-06-26,https://www.essex.ac.uk/study-abroad/essex-students/preparing-to-go-abroad,study-abroad,study-abroad,essex-students,essex-students,preparing-to-go-abroad,preparing-to-go-abroad,,,,,,,,,,
2024-10-31,https://www.essex.ac.uk/departments/health-and-social-care/people/inclusion-matters,departments,departments,health-and-social-care,health-and-social-care,people,people,inclusion-matters,inclusion-matters,,,,,,,,
2024-07-01,https://www.essex.ac.uk/departments/health-and-social-care/events,departments,departments,health-and-social-care,health-and-social-care,events,events,,,,,,,,,,
2024-06-26,https://www.essex.ac.uk/study-abroad/essex-students/returning-to-essex,study-abroad,study-abroad,essex-students,essex-students,returning-to-essex,returning-to-essex,,,,,,,,,,
2024-09-27,https://www.essex.ac.uk/study-abroad/summer-abroad/preparing-and-completing-your-summer-abroad,study-abroad,study-abroad,summer-abroad,summer-abroad,preparing-and-completing-your-summer-abroad,preparing-and-completing-your-summer-abroad,,,,,,,,,,
2024-01-23,https://www.essex.ac.uk/test/financial-statements-with-tables-poc,test,test,financial-statements-with-tables-poc,financial-statements-with-tables-poc,,,,,,,,,,,,
2024-04-08,https://www.essex.ac.uk/test/new-content-page,test,test,new-content-page,new-content-page,,,,,,,,,,,,
2024-10-01,https://www.essex.ac.uk/departments/health-and-social-care/research-degrees/integrated-phds,departments,departments,health-and-social-care,health-and-social-care,research-degrees,research-degrees,integrated-phds,integrated-phds,,,,,,,,
2024-03-15,https://www.essex.ac.uk/test/module-testing,test,test,module-testing,module-testing,,,,,,,,,,,,
2023-11-23,https://www.essex.ac.uk/test/lisa-content-page,test,test,lisa-content-page,lisa-content-page,,,,,,,,,,,,
2024-03-18,https://www.essex.ac.uk/test/multi-column-layout,test,test,multi-column-layout,multi-column-layout,,,,,,,,,,,,
2024-11-07,https://www.essex.ac.uk/departments/health-and-social-care/placements/nursing-placements/fit-to-place-and-placement-support/lsf-faqs,departments,departments,health-and-social-care,health-and-social-care,placements,placements,nursing-placements,nursing-placements,fit-to-place-and-placement-support,fit-to-place-and-placement-support,lsf-faqs,lsf-faqs,,,,
2024-07-11,https://www.essex.ac.uk/test/test-2,test,test,test-2,test-2,,,,,,,,,,,,
2024-08-12,https://www.essex.ac.uk/study-abroad/incoming-students/life-at-essex,study-abroad,study-abroad,incoming-students,incoming-students,life-at-essex,life-at-essex,,,,,,,,,,
2024-10-30,https://www.essex.ac.uk/scholarships/south-asia-regional-scholarship,scholarships,scholarships,south-asia-regional-scholarship,south-asia-regional-scholarship,,,,,,,,,,,,
2024-11-08,https://www.essex.ac.uk/scholarships/great-scholarship,scholarships,scholarships,great-scholarship,great-scholarship,,,,,,,,,,,,
2024-11-27,https://www.essex.ac.uk/scholarships/dsa-laptop-contribution-fund,scholarships,scholarships,dsa-laptop-contribution-fund,dsa-laptop-contribution-fund,,,,,,,,,,,,
2024-09-20,https://www.essex.ac.uk/scholarships/asia-west-central-north-undergraduate-scholarship,scholarships,scholarships,asia-west-central-north-undergraduate-scholarship,asia-west-central-north-undergraduate-scholarship,,,,,,,,,,,,
2024-09-20,https://www.essex.ac.uk/scholarships/life-sciences-phd-studentship,scholarships,scholarships,life-sciences-phd-studentship,life-sciences-phd-studentship,,,,,,,,,,,,
2024-09-20,https://www.essex.ac.uk/scholarships/media-fellowship-programme-scholarship,scholarships,scholarships,media-fellowship-programme-scholarship,media-fellowship-programme-scholarship,,,,,,,,,,,,
2024-10-30,https://www.essex.ac.uk/scholarships/africa-regional-scholarship,scholarships,scholarships,africa-regional-scholarship,africa-regional-scholarship,,,,,,,,,,,,
2024-11-05,https://www.essex.ac.uk/scholarships/latin-america-and-the-caribbean-undergraduate-scholarship,scholarships,scholarships,latin-america-and-the-caribbean-undergraduate-scholarship,latin-america-and-the-caribbean-undergraduate-scholarship,,,,,,,,,,,,
2024-10-30,https://www.essex.ac.uk/scholarships/south-east-asia-regional-scholarship,scholarships,scholarships,south-east-asia-regional-scholarship,south-east-asia-regional-scholarship,,,,,,,,,,,,
2024-10-24,https://www.essex.ac.uk/scholarships/study-abroad-turing-scheme-funding,scholarships,scholarships,study-abroad-turing-scheme-funding,study-abroad-turing-scheme-funding,,,,,,,,,,,,
2024-10-04,https://www.essex.ac.uk/scholarships/study-abroad-bursary,scholarships,scholarships,study-abroad-bursary,study-abroad-bursary,,,,,,,,,,,,
2024-10-07,https://www.essex.ac.uk/departments/computer-science-and-electronic-engineering/events,departments,departments,computer-science-and-electronic-engineering,computer-science-and-electronic-engineering,events,events,,,,,,,,,,
2024-07-12,https://www.essex.ac.uk/departments/edge-hotel-school/events,departments,departments,edge-hotel-school,edge-hotel-school,events,events,,,,,,,,,,
2024-11-26,https://www.essex.ac.uk/about/faculty-of-science-and-health/conversion-courses,about,about,faculty-of-science-and-health,faculty-of-science-and-health,conversion-courses,conversion-courses,,,,,,,,,,
2024-08-02,https://www.essex.ac.uk/departments/law/events/public-international-law-lecture-series,departments,departments,law,law,events,events,public-international-law-lecture-series,public-international-law-lecture-series,,,,,,,,
2024-03-04,https://www.essex.ac.uk/departments/sociology/news,departments,departments,sociology,sociology,news,news,,,,,,,,,,
2024-08-15,https://www.essex.ac.uk/departments/law/business-law-clinic,departments,departments,law,law,business-law-clinic,business-law-clinic,,,,,,,,,,
2024-11-21,https://www.essex.ac.uk/departments/sport-rehabilitation-and-exercise-sciences/events,departments,departments,sport-rehabilitation-and-exercise-sciences,sport-rehabilitation-and-exercise-sciences,events,events,,,,,,,,,,
2024-12-05,https://www.essex.ac.uk/departments/sport-rehabilitation-and-exercise-sciences/scholarships-and-funding,departments,departments,sport-rehabilitation-and-exercise-sciences,sport-rehabilitation-and-exercise-sciences,scholarships-and-funding,scholarships-and-funding,,,,,,,,,,
2024-12-05,https://www.essex.ac.uk/departments/sociology/scholarships-and-funding,departments,departments,sociology,sociology,scholarships-and-funding,scholarships-and-funding,,,,,,,,,,
2024-09-09,https://www.essex.ac.uk/departments/essex-business-school/womens-working-group,departments,departments,essex-business-school,essex-business-school,womens-working-group,womens-working-group,,,,,,,,,,
2024-04-05,https://www.essex.ac.uk/departments/essex-business-school/events/aaee-conference,departments,departments,essex-business-school,essex-business-school,events,events,aaee-conference,aaee-conference,,,,,,,,
2024-01-31,https://www.essex.ac.uk/global/engagement/european-networks/yerun,global,global,engagement,engagement,european-networks,european-networks,yerun,yerun,,,,,,,,
2023-11-29,https://www.essex.ac.uk/research/fellowships/essex-international-visiting-fellowships,research,research,fellowships,fellowships,essex-international-visiting-fellowships,essex-international-visiting-fellowships,,,,,,,,,,
2024-09-04,https://www.essex.ac.uk/global/student-community,global,global,student-community,student-community,,,,,,,,,,,,
2024-12-05,https://www.essex.ac.uk/governance-and-strategy/governance/access-and-participation-plan,governance-and-strategy,governance-and-strategy,governance,governance,access-and-participation-plan,access-and-participation-plan,,,,,,,,,,
2024-09-20,https://www.essex.ac.uk/governance-and-strategy/governance/council/elections-to-honorary-degrees-and-honorary-fellowships-committee,governance-and-strategy,governance-and-strategy,governance,governance,council,council,elections-to-honorary-degrees-and-honorary-fellowships-committee,elections-to-honorary-degrees-and-honorary-fellowships-committee,,,,,,,,
2024-06-25,https://www.essex.ac.uk/governance-and-strategy/statements/duty-of-care,governance-and-strategy,governance-and-strategy,statements,statements,duty-of-care,duty-of-care,,,,,,,,,,
2024-09-16,https://www.essex.ac.uk/visit-us/plan-your-visit/access-information,visit-us,visit-us,plan-your-visit,plan-your-visit,access-information,access-information,,,,,,,,,,
2024-11-26,https://www.essex.ac.uk/schools-and-colleges/teacher-resources/online-courses,schools-and-colleges,schools-and-colleges,teacher-resources,teacher-resources,online-courses,online-courses,,,,,,,,,,
2024-07-15,https://www.essex.ac.uk/business/economic-impact-report,business,business,economic-impact-report,economic-impact-report,,,,,,,,,,,,
2024-09-23,https://www.essex.ac.uk/alumni/inspiring,alumni,alumni,inspiring,inspiring,,,,,,,,,,,,
2024-11-06,https://www.essex.ac.uk/alumni/membership/careers-support,alumni,alumni,membership,membership,careers-support,careers-support,,,,,,,,,,
2024-04-05,https://www.essex.ac.uk/business/expertise/case-studies/warner-textile-archive,business,business,expertise,expertise,case-studies,case-studies,warner-textile-archive,warner-textile-archive,,,,,,,,
2024-10-08,https://www.essex.ac.uk/business/expertise/ai-for-services,business,business,expertise,expertise,ai-for-services,ai-for-services,,,,,,,,,,
2024-04-17,https://www.essex.ac.uk/about/faculty-of-science-and-health/people,about,about,faculty-of-science-and-health,faculty-of-science-and-health,people,people,,,,,,,,,,
2024-03-06,https://www.essex.ac.uk/about/faculty-of-science-and-health/events,about,about,faculty-of-science-and-health,faculty-of-science-and-health,events,events,,,,,,,,,,
