course_url,course_name,degree_type
https://www.essex.ac.uk/courses/UG00098/1/BA-Drama-and-Literature,Drama And Literature,BA
https://www.essex.ac.uk/courses/PR00898/1/PhD-Economics-ISER,Economics Iser,PhD
https://www.essex.ac.uk/courses/PR00897/1/PhD-Economics,Economics,PhD
https://www.essex.ac.uk/courses/PR00898/2/MPhil-Economics-ISER,Economics Iser,MPhil
https://www.essex.ac.uk/courses/PR00897/4/PhD-Economics,Economics,PhD
https://www.essex.ac.uk/courses/PR00897/5/PhD-Economics,Economics,PhD
https://www.essex.ac.uk/courses/PR00865/2/MPhil-Applied-Social-and-Economic-Research,Applied Social And Economic Research,MPhil
https://www.essex.ac.uk/courses/PR00865/1/PhD-Applied-Social-and-Economic-Research,Applied Social And Economic Research,PhD
https://www.essex.ac.uk/courses/PG00546/1/MSc-Electronic-Engineering,Electronic Engineering,MSc
https://www.essex.ac.uk/courses/UG00409/1/BEng-Communications-Engineering,Communications Engineering,BEng
https://www.essex.ac.uk/courses/UG00117/1/BEng-Electronic-Engineering,Electronic Engineering,BEng
https://www.essex.ac.uk/courses/UG01361/1/BEng-Neural-Engineering-with-Psychology,Neural Engineering With Psychology,BEng
https://www.essex.ac.uk/courses/UG00117/3/BEng-Electronic-Engineering,Electronic Engineering,BEng
https://www.essex.ac.uk/courses/PG00819/1/MSc-5G-and-Emerging-Communication-Systems,5G And Emerging Communication Systems,MSc
https://www.essex.ac.uk/courses/UG01326/1/BEng-Mechatronic-Systems,Mechatronic Systems,BEng
https://www.essex.ac.uk/courses/PR00900/2/MPhil-Electronic-Systems-Engineering,Electronic Systems Engineering,MPhil
https://www.essex.ac.uk/courses/PR01405/4/Engineering,,Engineering
https://www.essex.ac.uk/courses/PR00900/1/PhD-Electronic-Systems-Engineering,Electronic Systems Engineering,PhD
https://www.essex.ac.uk/courses/PR00900/3/MSc-by-Dissertation-Electronic-Systems-Engineering,By Dissertation Electronic Systems Engineering,MSc
https://www.essex.ac.uk/courses/PR00900/5/PhD-Electronic-Systems-Engineering,Electronic Systems Engineering,PhD
https://www.essex.ac.uk/courses/PG00555/1/MA-English-Language-and-Linguistics,English Language And Linguistics,MA
https://www.essex.ac.uk/courses/UG00132/1/BA-English-Language-and-Literature,English Language And Literature,BA
https://www.essex.ac.uk/courses/UG00129/1/BA-Teaching-English-as-a-Foreign-Language-TEFL,Teaching English As A Foreign Language Tefl,BA
https://www.essex.ac.uk/courses/UG00295/2/BA-Modern-Languages-and-English-Language,Modern Languages And English Language,BA
https://www.essex.ac.uk/courses/UG00131/2/BA-English-Language-and-Linguistics,English Language And Linguistics,BA
https://www.essex.ac.uk/courses/UG00131/1/BA-English-Language-and-Linguistics,English Language And Linguistics,BA
https://www.essex.ac.uk/courses/PR00902/5/PhD-English-Language-Teaching,English Language Teaching,PhD
https://www.essex.ac.uk/courses/UG00247/1/Integrated-Master-in-Literature-Literature,Master In Literature Literature,Integrated
https://www.essex.ac.uk/courses/PG00815/1/MA-Teaching-English-to-Speakers-of-Other-Languages-TESOL,Teaching English To Speakers Of Other Languages Tesol,MA
https://www.essex.ac.uk/courses/UG00295/1/BA-Modern-Languages-and-English-Language,Modern Languages And English Language,BA
https://www.essex.ac.uk/courses/PR00902/3/PhD-English-Language-Teaching,English Language Teaching,PhD
https://www.essex.ac.uk/courses/UG00297/2/BA-Modern-Languages-and-Teaching-English-as-a-Foreign-Language,Modern Languages And Teaching English As A Foreign Language,BA
https://www.essex.ac.uk/courses/PR00902/1/PhD-English-Language-Teaching,English Language Teaching,PhD
https://www.essex.ac.uk/courses/UG00297/1/BA-Modern-Languages-and-Teaching-English-as-a-Foreign-Language,Modern Languages And Teaching English As A Foreign Language,BA
https://www.essex.ac.uk/courses/PG00639/1/MSc-International-Marketing-and-Business-Intelligence,International Marketing And Business Intelligence,MSc
https://www.essex.ac.uk/courses/PG01406/2/MSc-Environmental-Futures-with-Climate-Change,Environmental Futures With Climate Change,MSc
https://www.essex.ac.uk/courses/PG01542/1/LLM-Law-Environment-and-Sustainability,Law Environment And Sustainability,LLM
https://www.essex.ac.uk/courses/PR00904/3/MSc-by-Dissertation-Environmental-Biology,By Dissertation Environmental Biology,MSc
https://www.essex.ac.uk/courses/PG01345/1/MA-Environment-Society-and-Culture,Environment Society And Culture,MA
https://www.essex.ac.uk/courses/PG01406/1/MA-Environmental-Futures-with-Climate-Change,Environmental Futures With Climate Change,MA
https://www.essex.ac.uk/courses/UG01510/1/BA-Global-Studies-with-Sustainability,Global Studies With Sustainability,BA
https://www.essex.ac.uk/courses/UG00157/2/BA-European-Studies-with-Italian,European Studies With Italian,BA
https://www.essex.ac.uk/courses/UG00152/1/BA-European-Studies-and-Modern-Languages,European Studies And Modern Languages,BA
https://www.essex.ac.uk/courses/UG00152/2/BA-European-Studies-and-Modern-Languages,European Studies And Modern Languages,BA
https://www.essex.ac.uk/courses/UG00155/1/BA-European-Studies-with-German,European Studies With German,BA
https://www.essex.ac.uk/courses/UG00151/1/BA-European-Studies,European Studies,BA
https://www.essex.ac.uk/courses/UG00151/2/BA-European-Studies,European Studies,BA
https://www.essex.ac.uk/courses/UG00155/2/BA-European-Studies-with-German,European Studies With German,BA
https://www.essex.ac.uk/courses/UG00154/2/BA-European-Studies-with-French,European Studies With French,BA
https://www.essex.ac.uk/courses/UG00154/1/BA-European-Studies-with-French,European Studies With French,BA
https://www.essex.ac.uk/courses/UG00157/1/BA-European-Studies-with-Italian,European Studies With Italian,BA
https://www.essex.ac.uk/courses/UG01328/2/BA-Events-Management,Events Management,BA
https://www.essex.ac.uk/courses/ug01113/2/ba-events-management-with-hospitality,Events Management With Hospitality,ba
https://www.essex.ac.uk/courses/UG01328/1/FdA-Events-Management,Events Management,FdA
https://www.essex.ac.uk/courses/PG01115/1/MSc-International-Hospitality-Management,International Hospitality Management,MSc
https://www.essex.ac.uk/courses/PG01647/2/International-Tourism-Management,Tourism Management,International
https://www.essex.ac.uk/courses/UG01327/1/FdA-Hospitality-Management,Hospitality Management,FdA
https://www.essex.ac.uk/courses/PG01645/1/MSc-International-Events-Management,International Events Management,MSc
https://www.essex.ac.uk/courses/UG01585/2/BA-International-Tourism-Management,International Tourism Management,BA
https://www.essex.ac.uk/courses/PR01648/1/PhD-Tourism-Hospitality-and-Events,Tourism Hospitality And Events,PhD
https://www.essex.ac.uk/courses/PG01115/2/MSc-International-Hospitality-Management,International Hospitality Management,MSc
https://www.essex.ac.uk/courses/UG01585/1/FdA-International-Tourism-Management,International Tourism Management,FdA
https://www.essex.ac.uk/courses/PG01647/1/MSc-International-Tourism-Management,International Tourism Management,MSc
https://www.essex.ac.uk/courses/UG01327/2/BA-Hospitality-Management,Hospitality Management,BA
https://www.essex.ac.uk/courses/ug00206/2/ba-hotel-management,Hotel Management,ba
https://www.essex.ac.uk/courses/UG00203/1/BA-History-with-Film-Studies,History With Film Studies,BA
https://www.essex.ac.uk/courses/PR00911/1/PhD-Film-Studies,Film Studies,PhD
https://www.essex.ac.uk/courses/UG00164/1/BA-Film-Studies,Film Studies,BA
https://www.essex.ac.uk/courses/PG00576/1/MA-Film-and-Literature,Film And Literature,MA
https://www.essex.ac.uk/courses/PR00911/5/PhD-Film-Studies,Film Studies,PhD
https://www.essex.ac.uk/courses/PG00577/1/MA-Film-Studies,Film Studies,MA
https://www.essex.ac.uk/courses/PR00912/1/PhD-Film-Studies-Creative-Practice,Film Studies Creative Practice,PhD
https://www.essex.ac.uk/courses/UG00166/1/BA-Film-Studies-and-Literature,Film Studies And Literature,BA
https://www.essex.ac.uk/courses/PR00911/2/MPhil-Film-Studies,Film Studies,MPhil
https://www.essex.ac.uk/courses/PR00911/4/MA-by-Dissertation-Film-Studies,By Dissertation Film Studies,MA
https://www.essex.ac.uk/courses/PR00912/2/MPhil-Film-Studies-Creative-Practice,Film Studies Creative Practice,MPhil
https://www.essex.ac.uk/courses/UG01502/1/BA-Film-and-Journalism,Film And Journalism,BA
https://www.essex.ac.uk/courses/PG01596/1/MA-Documentary-Film,Documentary Film,MA
https://www.essex.ac.uk/courses/UG00164/2/BA-Film-Studies,Film Studies,BA
https://www.essex.ac.uk/courses/PR00913/1/PhD-Finance,Finance,PhD
https://www.essex.ac.uk/courses/PR00913/2/PhD-Finance,Finance,PhD
https://www.essex.ac.uk/courses/UG00030/1/BSc-Banking-and-Finance,Banking And Finance,BSc
https://www.essex.ac.uk/courses/PG00588/1/MSc-Financial-Engineering-and-Risk-Management,Financial Engineering And Risk Management,MSc
https://www.essex.ac.uk/courses/PG00580/1/MSc-Investment-and-Wealth-Management,Investment And Wealth Management,MSc
https://www.essex.ac.uk/courses/PG01014/1/MSc-Financial-Data-Analytics,Financial Data Analytics,MSc
https://www.essex.ac.uk/courses/UG01275/1/BSc-Finance-and-Management,Finance And Management,BSc
https://www.essex.ac.uk/courses/PG00579/2/MRes-Finance,Finance,MRes
https://www.essex.ac.uk/courses/PG00461/1/MSc-Corporate-and-Investment-Banking,Corporate And Investment Banking,MSc
https://www.essex.ac.uk/courses/PG00579/1/MSc-Finance,Finance,MSc
https://www.essex.ac.uk/courses/UG00167/1/BSc-Finance,Finance,BSc
https://www.essex.ac.uk/courses/UG01432/1/BA-Global-Studies-and-Latin-American-Studies,Global Studies And Latin American Studies,BA
https://www.essex.ac.uk/courses/UG01349/1/BA-Global-Studies-with-Human-Rights,Global Studies With Human Rights,BA
https://www.essex.ac.uk/courses/UG01430/1/BA-Global-Studies-with-Latin-American-Studies,Global Studies With Latin American Studies,BA
https://www.essex.ac.uk/courses/UG01369/1/BA-Social-Change,Social Change,BA
https://www.essex.ac.uk/courses/UG01341/1/BA-Global-Studies-with-Politics,Global Studies With Politics,BA
https://www.essex.ac.uk/courses/UG01054/1/BA-Global-Studies,Global Studies,BA
https://www.essex.ac.uk/courses/UG01144/1/BA-Global-Studies-and-Modern-Languages,Global Studies And Modern Languages,BA
https://www.essex.ac.uk/courses/PG00754/1/Postgraduate-Certificate-Psychological-Wellbeing-Practice,Certificate Psychological Wellbeing Practice,Postgraduate
https://www.essex.ac.uk/courses/PG01084/2/Postgraduate-Diploma-Musculoskeletal-Ultrasound-Imaging,Diploma Musculoskeletal Ultrasound Imaging,Postgraduate
https://www.essex.ac.uk/courses/PR00952/1/Professional-Doctorate-Nursing,Doctorate Nursing,Professional
https://www.essex.ac.uk/courses/UG00375/1/BA-Social-Work,Social Work,BA
https://www.essex.ac.uk/courses/UG00316/1/BSc-Nursing-Mental-Health,Nursing Mental Health,BSc
https://www.essex.ac.uk/courses/UG00316/2/BSc-Nursing-Mental-Health,Nursing Mental Health,BSc
https://www.essex.ac.uk/courses/PG00602/1/MSc-Advanced-Clinical-Practice,Advanced Clinical Practice,MSc
https://www.essex.ac.uk/courses/PR00915/1/PhD-Health-and-Organisational-Research,Health And Organisational Research,PhD
https://www.essex.ac.uk/courses/PG01447/1/MSc-Global-Public-Health,Global Public Health,MSc
https://www.essex.ac.uk/courses/PG01030/1/Periodontology,,Periodontology
https://www.essex.ac.uk/courses/PG01084/1/Postgraduate-Certificate-Musculoskeletal-Ultrasound-Imaging,Certificate Musculoskeletal Ultrasound Imaging,Postgraduate
https://www.essex.ac.uk/courses/PR00974/1/Professional-Doctorate-Public-Health-Health-Visiting,Doctorate Public Health Health Visiting,Professional
https://www.essex.ac.uk/courses/PG01008/1/MSc-Medical-and-Clinical-Education,Medical And Clinical Education,MSc
https://www.essex.ac.uk/courses/PG01084/3/MSc-Musculoskeletal-Ultrasound-Imaging,Musculoskeletal Ultrasound Imaging,MSc
https://www.essex.ac.uk/courses/PG01565/2/Postgraduate-Certificate-Specialist-Adult-Mental-Health-Mental-Health-and-Wellbeing-Practitioner,Certificate Specialist Adult Mental Health Mental Health And Wellbeing Practitioner,Postgraduate
https://www.essex.ac.uk/courses/PR00973/2/MPhil-Public-Health,Public Health,MPhil
https://www.essex.ac.uk/courses/PR00979/2/MPhil-Social-Policy,Social Policy,MPhil
https://www.essex.ac.uk/courses/PR00920/1/PhD-Health-Studies,Health Studies,PhD
https://www.essex.ac.uk/courses/PG00803/1/MSc-Speech-and-Language-Therapy-Pre-Registration,Speech And Language Therapy Pre Registration,MSc
https://www.essex.ac.uk/courses/PR00973/3/MSc-by-Dissertation-Public-Health,By Dissertation Public Health,MSc
https://www.essex.ac.uk/courses/PR00917/1/Professional-Doctorate-Health-Care-Education,Doctorate Health Care Education,Professional
https://www.essex.ac.uk/courses/PG01450/1/Postgraduate-Certificate-First-Contact-Musculoskeletal-Practice,Certificate First Contact Musculoskeletal Practice,Postgraduate
https://www.essex.ac.uk/courses/PG01565/1/Graduate-Certificate-Specialist-Adult-Mental-Health-Mental-Health-and-Wellbeing-Practitioner,Certificate Specialist Adult Mental Health Mental Health And Wellbeing Practitioner,Graduate
https://www.essex.ac.uk/courses/PG00720/1/MSc-Physiotherapy-Pre-Registration,Physiotherapy Pre Registration,MSc
https://www.essex.ac.uk/courses/UG00320/1/FdSc-Oral-Health-Science,Oral Health Science,FdSc
https://www.essex.ac.uk/courses/PR01310/1/PhD-Health-and-Exercise-Sciences,Health And Exercise Sciences,PhD
https://www.essex.ac.uk/courses/PR00920/5/PhD-Health-Studies,Health Studies,PhD
https://www.essex.ac.uk/courses/PG01031/1/Advanced-Periodontal-Practice,Periodontal Practice,Advanced
https://www.essex.ac.uk/courses/PR00915/2/MPhil-Health-and-Organisational-Research,Health And Organisational Research,MPhil
https://www.essex.ac.uk/courses/PR00973/1/PhD-Public-Health,Public Health,PhD
https://www.essex.ac.uk/courses/PG01500/1/MSc-Musculoskeletal-Practice,Musculoskeletal Practice,MSc
https://www.essex.ac.uk/courses/PR00880/1/Professional-Doctorate-Clinical-Psychology-D-Clin-Psych,Doctorate Clinical Psychology D Clin Psych,Professional
https://www.essex.ac.uk/courses/UG01559/1/Certificate-of-HE-Health-and-Social-Care,Of He Health And Social Care,Certificate
https://www.essex.ac.uk/courses/PG01008/2/Postgraduate-Diploma-Medical-and-Clinical-Education,Diploma Medical And Clinical Education,Postgraduate
https://www.essex.ac.uk/courses/PR00979/3/MSc-by-Dissertation-Social-Policy,By Dissertation Social Policy,MSc
https://www.essex.ac.uk/courses/UG00320/2/BSc-Oral-Health-Science,Oral Health Science,BSc
https://www.essex.ac.uk/courses/PG00366/2/MRes-Health-and-Care-Research,Health And Care Research,MRes
https://www.essex.ac.uk/courses/PR00987/1/PhD-Speech-and-Language-Therapy,Speech And Language Therapy,PhD
https://www.essex.ac.uk/courses/UG00315/1/BSc-Nursing-Adult,Nursing Adult,BSc
https://www.essex.ac.uk/courses/UG00339/2/BSc-Physiotherapy,Physiotherapy,BSc
https://www.essex.ac.uk/courses/UG00315/2/BSc-Nursing-Adult,Nursing Adult,BSc
https://www.essex.ac.uk/courses/PR01312/1/PhD-Health-and-Physical-Activity,Health And Physical Activity,PhD
https://www.essex.ac.uk/courses/PG00754/2/Graduate-Certificate-Psychological-Wellbeing-Practice,Certificate Psychological Wellbeing Practice,Graduate
https://www.essex.ac.uk/courses/PG01008/3/Postgraduate-Certificate-Medical-and-Clinical-Education,Certificate Medical And Clinical Education,Postgraduate
https://www.essex.ac.uk/courses/UG01110/1/BSc-Speech-and-Language-Therapy,Speech And Language Therapy,BSc
https://www.essex.ac.uk/courses/PR00953/5/PhD-Nursing-Studies,Nursing Studies,PhD
https://www.essex.ac.uk/courses/PR00979/1/PhD-Social-Policy,Social Policy,PhD
https://www.essex.ac.uk/courses/UG00292/1/BA-Modern-History-and-International-Relations,Modern History And International Relations,BA
https://www.essex.ac.uk/courses/UG00325/1/BA-Philosophy-and-History,Philosophy And History,BA
https://www.essex.ac.uk/courses/UG00189/4/Integrated-Master-in-History-History,Master In History History,Integrated
https://www.essex.ac.uk/courses/PG00609/1/MA-History,History,MA
https://www.essex.ac.uk/courses/PG00609/3/Postgraduate-Certificate-History,Certificate History,Postgraduate
https://www.essex.ac.uk/courses/UG01442/1/BA-History-and-Heritage,History And Heritage,BA
https://www.essex.ac.uk/courses/PR00922/4/MA-by-Dissertation-History,By Dissertation History,MA
https://www.essex.ac.uk/courses/UG00189/1/BA-History,History,BA
https://www.essex.ac.uk/courses/PG01443/1/MA-History-Power-and-Identity,History Power And Identity,MA
https://www.essex.ac.uk/courses/UG00189/2/BA-History,History,BA
https://www.essex.ac.uk/courses/PR00922/2/MPhil-History,History,MPhil
https://www.essex.ac.uk/courses/UG00204/1/BA-History-with-Human-Rights,History With Human Rights,BA
https://www.essex.ac.uk/courses/UG01444/1/BA-History-and-Law,History And Law,BA
https://www.essex.ac.uk/courses/UG00293/1/BA-Modern-History-and-Politics,Modern History And Politics,BA
https://www.essex.ac.uk/courses/UG00291/1/BA-Modern-History,Modern History,BA
https://www.essex.ac.uk/courses/PG01339/1/MA-War-Culture-and-Society,War Culture And Society,MA
https://www.essex.ac.uk/courses/UG00325/2/BA-Philosophy-and-History,Philosophy And History,BA
https://www.essex.ac.uk/courses/UG00197/1/BA-History-and-Sociology,History And Sociology,BA
https://www.essex.ac.uk/courses/PG00456/2/Graduate-Diploma-Art-History-and-Theory,Diploma Art History And Theory,Graduate
https://www.essex.ac.uk/courses/UG00194/1/BA-History-and-Literature,History And Literature,BA
https://www.essex.ac.uk/courses/PR00922/1/PhD-History,History,PhD
https://www.essex.ac.uk/courses/PR01372/2/PhD-Human-Resource-Management-and-Organisation-Studies,Human Resource Management And Organisation Studies,PhD
https://www.essex.ac.uk/courses/UG00332/1/BA-Philosophy-with-Human-Rights,Philosophy With Human Rights,BA
https://www.essex.ac.uk/courses/PG00541/1/LLM-Economic-Social-and-Cultural-Rights,Economic Social And Cultural Rights,LLM
https://www.essex.ac.uk/courses/PR00923/1/PhD-Human-Rights,Human Rights,PhD
https://www.essex.ac.uk/courses/UG01049/1/LLB-Law-with-Human-Rights,Law With Human Rights,LLB
https://www.essex.ac.uk/courses/PG00833/1/MA-Theory-and-Practice-of-Human-Rights,Theory And Practice Of Human Rights,MA
https://www.essex.ac.uk/courses/PR00924/1/PhD-Human-Rights-and-Research-Methods,Human Rights And Research Methods,PhD
https://www.essex.ac.uk/courses/PG00637/1/LLM-International-Human-Rights-Law,International Human Rights Law,LLM
https://www.essex.ac.uk/courses/UG01099/1/BA-Journalism-with-Human-Rights,Journalism With Human Rights,BA
https://www.essex.ac.uk/courses/UG01299/1/LLB-Law-with-Criminology,Law With Criminology,LLB
https://www.essex.ac.uk/courses/PG01137/1/LLM-International-Humanitarian-Law,International Humanitarian Law,LLM
https://www.essex.ac.uk/courses/UG00221/1/BA-International-Relations,International Relations,BA
https://www.essex.ac.uk/courses/PG00641/1/MA-International-Relations,International Relations,MA
https://www.essex.ac.uk/courses/PG00508/2/MSc-Conflict-Resolution,Conflict Resolution,MSc
https://www.essex.ac.uk/courses/PG00641/2/MSc-International-Relations,International Relations,MSc
https://www.essex.ac.uk/courses/PG00641/3/MRes-International-Relations,International Relations,MRes
https://www.essex.ac.uk/courses/UG01657/1/BA-International-Affairs,International Affairs,BA
https://www.essex.ac.uk/courses/PG00508/1/MA-Conflict-Resolution,Conflict Resolution,MA
https://www.essex.ac.uk/courses/UG01658/1/BA-International-Affairs-and-Economics,International Affairs And Economics,BA
https://www.essex.ac.uk/courses/PR00914/5/PhD-Government,Government,PhD
https://www.essex.ac.uk/courses/PR00914/1/PhD-Government,Government,PhD
https://www.essex.ac.uk/courses/PR00914/3/PhD-Government,Government,PhD
https://www.essex.ac.uk/courses/PR00914/2/MPhil-Government,Government,MPhil
https://www.essex.ac.uk/courses/PR01129/2/MPhil-Journalism,Journalism,MPhil
https://www.essex.ac.uk/courses/UG01020/1/BA-Multimedia-Journalism,Multimedia Journalism,BA
https://www.essex.ac.uk/courses/PR01129/1/PhD-Journalism,Journalism,PhD
https://www.essex.ac.uk/courses/UG01100/1/BA-Journalism-and-Politics,Journalism And Politics,BA
https://www.essex.ac.uk/courses/PR01129/3/MSc-by-Dissertation-Journalism,By Dissertation Journalism,MSc
https://www.essex.ac.uk/courses/UG01514/1/BA-Journalism-and-Language-Studies,Journalism And Language Studies,BA
https://www.essex.ac.uk/courses/PG01546/1/MA-International-Journalism,International Journalism,MA
https://www.essex.ac.uk/courses/UG00301/2/BA-Modern-Languages-with-Latin-American-Studies,Modern Languages With Latin American Studies,BA
https://www.essex.ac.uk/courses/UG01412/1/BA-Language-Studies-with-Latin-American-Studies,Language Studies With Latin American Studies,BA
https://www.essex.ac.uk/courses/UG00301/1/BA-Modern-Languages-with-Latin-American-Studies,Modern Languages With Latin American Studies,BA
https://www.essex.ac.uk/courses/PG01588/1/LLM-International-Criminal-Law,International Criminal Law,LLM
https://www.essex.ac.uk/courses/UG01050/1/LLB-Law-with-Philosophy,Law With Philosophy,LLB
https://www.essex.ac.uk/courses/UG00235/2/LLB-Law,Law,LLB
https://www.essex.ac.uk/courses/UG00235/3/Integrated-Master-in-Law-Law,Master In Law Law,Integrated
https://www.essex.ac.uk/courses/PR00931/5/PhD-Law,Law,PhD
https://www.essex.ac.uk/courses/PG01513/1/LLM-International-Human-Rights-and-Economic-Law,International Human Rights And Economic Law,LLM
https://www.essex.ac.uk/courses/PG01105/1/LLM-International-Trade-and-Maritime-Law,International Trade And Maritime Law,LLM
https://www.essex.ac.uk/courses/PG00644/1/LLM-International-Trade-Law,International Trade Law,LLM
https://www.essex.ac.uk/courses/PG01590/1/LLM-Law-and-Technology,Law And Technology,LLM
https://www.essex.ac.uk/courses/PG01105/2/LLM-International-Trade-and-Maritime-Law,International Trade And Maritime Law,LLM
https://www.essex.ac.uk/courses/PG00633/1/LLM-International-Commercial-and-Business-Law,International Commercial And Business Law,LLM
https://www.essex.ac.uk/courses/UG00235/1/LLB-Law,Law,LLB
https://www.essex.ac.uk/courses/UG01021/1/LLB-Law-Senior-Status,Law Senior Status,LLB
https://www.essex.ac.uk/courses/PG00633/3/LLM-International-Commercial-and-Business-Law,International Commercial And Business Law,LLM
https://www.essex.ac.uk/courses/UG00326/1/BA-Philosophy-and-Law,Philosophy And Law,BA
https://www.essex.ac.uk/courses/PG01350/1/LLM-Maritime-Law,Maritime Law,LLM
https://www.essex.ac.uk/courses/PG01386/1/LLM-International-Law,International Law,LLM
https://www.essex.ac.uk/courses/PR00931/1/PhD-Law,Law,PhD
https://www.essex.ac.uk/courses/PR00931/2/MPhil-Law,Law,MPhil
https://www.essex.ac.uk/courses/PG01363/1/LLM-Corporate-Responsibility-and-Business-Law,Corporate Responsibility And Business Law,LLM
https://www.essex.ac.uk/courses/UG01362/1/LLB-Licence-English-and-French-Law-Double-Degree,Licence English And French Law Double Degree,LLB
https://www.essex.ac.uk/courses/UG00239/1/BA-Liberal-Arts,Liberal Arts,BA
https://www.essex.ac.uk/courses/UG01651/1/BA-Urban-Sustainability-Studies,Urban Sustainability Studies,BA
https://www.essex.ac.uk/courses/UG00239/2/BA-Liberal-Arts,Liberal Arts,BA
https://www.essex.ac.uk/courses/UG01414/1/BA-Language-Studies-and-Linguistics,Language Studies And Linguistics,BA
https://www.essex.ac.uk/courses/PR00971/3/PhD-Psycholinguistics,Psycholinguistics,PhD
https://www.essex.ac.uk/courses/PR00981/1/PhD-Sociolinguistics,Sociolinguistics,PhD
https://www.essex.ac.uk/courses/PR00934/1/PhD-Linguistics,Linguistics,PhD
https://www.essex.ac.uk/courses/UG00241/2/BA-Linguistics,Linguistics,BA
https://www.essex.ac.uk/courses/PR01562/1/PhD-Languages-and-Cultures,Languages And Cultures,PhD
https://www.essex.ac.uk/courses/PR00934/3/PhD-Linguistics,Linguistics,PhD
https://www.essex.ac.uk/courses/PR00971/1/PhD-Psycholinguistics,Psycholinguistics,PhD
https://www.essex.ac.uk/courses/PG00662/2/MRes-Linguistics,Linguistics,MRes
https://www.essex.ac.uk/courses/PR00934/5/PhD-Linguistics,Linguistics,PhD
https://www.essex.ac.uk/courses/PR00861/1/PhD-Applied-Linguistics,Applied Linguistics,PhD
https://www.essex.ac.uk/courses/PG00662/1/MA-Linguistics,Linguistics,MA
https://www.essex.ac.uk/courses/UG00327/1/BA-Philosophy-and-Literature,Philosophy And Literature,BA
https://www.essex.ac.uk/courses/UG00296/1/BA-Modern-Languages-and-Linguistics,Modern Languages And Linguistics,BA
https://www.essex.ac.uk/courses/UG00241/1/BA-Linguistics,Linguistics,BA
https://www.essex.ac.uk/courses/UG00131/3/Integrated-Master-in-Linguistics-English-Language-and-Linguistics,Master In Linguistics English Language And Linguistics,Integrated
https://www.essex.ac.uk/courses/PG00448/1/MA-Applied-Linguistics,Applied Linguistics,MA
https://www.essex.ac.uk/courses/PG00751/1/MA-Psycholinguistics,Psycholinguistics,MA
https://www.essex.ac.uk/courses/UG01289/1/BA-English-Language-with-Media-Communication,English Language With Media Communication,BA
https://www.essex.ac.uk/courses/PR00861/3/PhD-Applied-Linguistics,Applied Linguistics,PhD
https://www.essex.ac.uk/courses/PG00665/1/MA-Literature,Literature,MA
https://www.essex.ac.uk/courses/UG00139/1/BA-English-Literature,English Literature,BA
https://www.essex.ac.uk/courses/PG01383/1/MA-Modern-and-Contemporary-Literature,Modern And Contemporary Literature,MA
https://www.essex.ac.uk/courses/UG01086/1/BA-English-and-Comparative-Literature,English And Comparative Literature,BA
https://www.essex.ac.uk/courses/PR00935/5/PhD-Literature,Literature,PhD
https://www.essex.ac.uk/courses/UG00139/2/BA-English-Literature,English Literature,BA
https://www.essex.ac.uk/courses/PR00935/1/PhD-Literature,Literature,PhD
https://www.essex.ac.uk/courses/PG00835/1/MA-Audiovisual-and-Literary-Translation,Audiovisual And Literary Translation,MA
https://www.essex.ac.uk/courses/UG00088/3/Integrated-Master-in-Literature-Creative-Writing,Master In Literature Creative Writing,Integrated
https://www.essex.ac.uk/courses/PR00935/2/MPhil-Literature,Literature,MPhil
https://www.essex.ac.uk/courses/PR00935/4/MA-by-Dissertation-Literature,By Dissertation Literature,MA
https://www.essex.ac.uk/courses/PR00941/3/MSc-by-Dissertation-Marine-Biology,By Dissertation Marine Biology,MSc
https://www.essex.ac.uk/courses/PR01395/4/PhD-Tropical-Marine-Biology,Tropical Marine Biology,PhD
https://www.essex.ac.uk/courses/PR00941/1/PhD-Marine-Biology,Marine Biology,PhD
https://www.essex.ac.uk/courses/PG00679/1/MSc-Marketing,Marketing,MSc
https://www.essex.ac.uk/courses/PG01547/1/MSc-Digital-Marketing-and-Analytics,Digital Marketing And Analytics,MSc
https://www.essex.ac.uk/courses/PG00441/1/MA-Advertising-Marketing-and-the-Media,Advertising Marketing And The Media,MA
https://www.essex.ac.uk/courses/UG00264/1/BSc-Marketing,Marketing,BSc
https://www.essex.ac.uk/courses/UG00269/1/BSc-Mathematics,Mathematics,BSc
https://www.essex.ac.uk/courses/PR00862/1/PhD-Applied-Mathematics,Applied Mathematics,PhD
https://www.essex.ac.uk/courses/PR00955/1/PhD-Operational-Research,Operational Research,PhD
https://www.essex.ac.uk/courses/PR00862/2/MPhil-Applied-Mathematics,Applied Mathematics,MPhil
https://www.essex.ac.uk/courses/UG00269/3/Integrated-Master-in-Mathematics-Mathematics,Master In Mathematics Mathematics,Integrated
https://www.essex.ac.uk/courses/UG00285/1/BSc-Mathematics-with-Physics,Mathematics With Physics,BSc
https://www.essex.ac.uk/courses/PG00368/2/MSc-Mathematics,Mathematics,MSc
https://www.essex.ac.uk/courses/PR00975/1/PhD-Pure-Mathematics,Pure Mathematics,PhD
https://www.essex.ac.uk/courses/UG00269/2/BSc-Mathematics,Mathematics,BSc
https://www.essex.ac.uk/courses/UG00105/1/BSc-Economics-and-Mathematics,Economics And Mathematics,BSc
https://www.essex.ac.uk/courses/PG00368/3/Postgraduate-Diploma-Mathematics,Diploma Mathematics,Postgraduate
https://www.essex.ac.uk/courses/PR00943/1/PhD-Mathematics,Mathematics,PhD
